Marker	fam_08_LG	fam_08_cM
44212_x1	35	45.052
62653_x1	18	1.82
91595_x1	2	2.969
335_x1	2	31.277
49547_x1	14	0.149
9889_x1	5	25.755
1717_x1	4	125.63
6142_x2	2	153.571
6142_x1	21	11.393
3301_x1	6	36.283
14881_x1	24	3.459
43164_x1	22	14.245
67514_x1	8	39.549
57278_x1	30	61.386
63024_x1	25	10.032
81615_x1	1	128.547
46510_x1	21	17.133
60236_x1	12	20.854
61766_x1	3	1.069
45943_x1	26	43.015
53166_x1	9	10.678
59266_x1	36	0.686
75777_x1	11	28.051
1828_x1	6	31.46
71066_x1	22	55.989
78852_x1	1	66.635
43518_x1	14	82.956
67612_x1	34	57.905
69777_x1	21	133.903
96910_x1	2	0.982
7404_x1	33	34.563
1731_x1	14	0.149
25591_x1	24	22.401
58169_x1	13	41.116
23145_x1	26	28.17
77765_x1	17	0.306
5284_x1	27	54.349
42781_x1	36	0.208
10740_x1	4	1.161
8565_x1	7	1.951
61628_x1	13	49.157
4430_x1	22	49.346
4280_x1	31	5.273
84485_x1	28	62.914
930_x1	29	32.053
40902_x1	6	148.919
53772_x1	26	28.17
35872_x1	7	129.476
43609_x1	4	137.277
40245_x1	12	85.715
46854_x1	24	74.955
40063_x1	23	68.086
Oke_U2024-93_x1	25	38.732
62601_x1	27	30.79
75219_x1	18	1.82
40107_x1	32	59.303
65375_x1	16	61.139
48025_x1	12	3.468
47573_x1	5	78.305
1878_x1	24	12.943
75749_x1	5	51.149
12730_x1	1	92.27
13424_x1	24	31.17
30796_x1	21	112.292
12673_x1	10	97.566
22659_x1	1	74.833
78061_x1	3	111.937
8203_x1	2	37
57828_x1	12	66.191
68396_x1	29	63.316
14820_x1	5	100.726
20338_x1	13	55.084
45407_x1	5	10.379
21867_x1	3	22.542
58230_x1	20	68.565
6580_x1	25	38.732
60406_x1	11	127.301
73597_x1	27	54.349
75514_x1	15	0
45810_x1	5	79.216
63693_x1	21	100.498
54501_x1	3	47.511
52800_x1	9	8.048
20681_x1	27	0.926
57146_x1	6	148.919
88452_x1	6	55.778
28666_x1	28	65.027
71348_x1	27	44.119
66455_x1	35	84.449
78019_x1	6	95.162
13066_x1	6	141.715
4421_x1	33	13.833
59575_x1	7	18.939
86661_x1	5	34.28
Oke_HP-182_x1	4	109.189
2598_x1	8	9.218
64066_x1	10	70.723
2072_x1	15	1.539
45558_x1	26	15.656
51978_x1	32	16.596
10577_x1	13	69.615
10163_x1	32	45.589
57022_x2	21	12.553
57022_x1	2	158.144
81913_x1	1	80.664
69448_x1	5	66.488
35107_x1	7	65.826
46936_x1	18	68.416
58685_x1	18	69.847
53794_x1	16	22.765
55085_x1	34	58.07
48584_x1	14	58.436
54505_x1	2	12.899
60004_x1	26	61.329
35513_x1	8	46.16
54768_x1	15	1.539
8168_x1	2	68.162
78023_x1	6	33.455
47244_x1	11	20.536
1453_x1	28	41.735
10214_x1	12	1.479
48604_x1	7	7.849
47398_x1	8	111.654
4450_x1	19	14.497
62471_x1	33	16.881
59439_x1	22	18.429
50540_x1	22	56.887
60171_x1	23	0.904
54402_x2	34	68.346
54402_x1	9	10.678
64059_x1	21	132.266
109_x1	18	11.958
17395_x1	21	118.666
13586_x1	7	129.476
71795_x1	36	68.052
47738_x2	34	72.65
45872_x1	21	25.921
47738_x1	9	9.603
7100_x1	16	88.576
50245_x1	18	78.274
73401_x1	35	108.959
9633_x1	8	100.222
48425_x1	7	26.76
63908_x1	16	32.248
21939_x1	3	60.777
65240_x1	7	140.174
52957_x1	19	63.528
3854_x1	27	41.465
10579_x1	3	64.618
3918_x1	33	48.826
25453_x1	1	0
49048_x1	25	68.162
20771_x1	15	4.457
70004_x1	33	66.64
51659_x1	20	59.858
40801_x1	24	9.754
57950_x1	3	6.424
32888_x1	22	56.887
67269_x1	2	129.332
60553_x1	1	4.923
59624_x1	15	34.852
55748_x1	8	5.205
71791_x1	19	63.528
68789_x1	11	60.572
110_x1	26	1.375
59949_x1	17	61.471
70689_x1	13	40.507
27947_x1	1	4.807
70394_x1	27	65.251
48882_x1	21	13.127
13084_x1	3	145.617
55038_x1	19	0
58809_x1	8	115.177
55574_x1	4	16.253
68819_x1	17	0.888
69423_x1	17	47.534
80173_x1	37	23.835
50544_x1	29	66.503
7106_x1	29	0
71861_x1	17	0.888
Oke_pnrc2-78_x1	36	39.441
65963_x1	3	119.645
24517_x1	12	117.713
77758_x1	2	27.266
57660_x1	7	18.939
51239_x1	19	5.863
68553_x1	9	166.766
40473_x1	14	3.384
7104_x1	1	108.297
64779_x1	31	43.87
11655_x1	1	32.312
4615_x1	26	38.389
7941_x1	20	48.858
10323_x1	28	10.755
13505_x1	10	79.95
58937_x1	15	1.539
46651_x1	15	1.539
13297_x1	2	123.688
43016_x1	4	126.837
32007_x1	35	39.252
69396_x1	1	126.347
35785_x1	5	100.368
4079_x1	7	56.754
58287_x1	7	70.936
5547_x1	17	5.572
36594_x1	18	2.862
2228_x1	2	51.45
54629_x1	18	88.344
41957_x1	7	106.236
46019_x1	1	4.923
10291_x1	16	23.098
47409_x1	9	171.164
65871_x1	4	3.052
6854_x1	18	88.344
5345_x1	7	71.39
58543_x1	28	22.313
19586_x1	9	152.402
79048_x1	7	71.39
1288_x1	3	138.369
7719_x1	9	158.144
55663_x1	14	38.939
70159_x1	21	78.602
31610_x1	19	46.199
29871_x1	3	47.962
53645_x1	35	84.449
49901_x1	31	51.112
45633_x1	2	119.939
19649_x1	11	101.605
41319_x1	17	3.868
2286_x1	31	47.114
35652_x1	10	43.16
51120_x1	8	26.511
4610_x1	21	50.832
Oke_U505-112_x1	19	5.863
71215_x1	5	116.029
26090_x1	35	94.442
439_x1	35	14.87
29967_x1	25	64.382
2838_x1	33	56.799
72867_x1	9	98.277
43195_x1	33	56.799
43012_x1	26	1.842
6535_x1	6	122.366
169_x1	3	64.618
14914_x1	34	65.833
63144_x1	28	65.027
50669_x1	9	103.506
56966_x1	23	59.053
41237_x1	3	119.645
53275_x1	9	89.606
71492_x1	10	75.455
15456_x1	5	132.629
40421_x1	37	23.835
14160_x1	1	128.547
1294_x1	16	0
54995_x1	24	70.432
Oke_FANK1-96_x1	34	61.552
8508_x1	9	164.212
57459_x1	20	0
34518_x1	11	23.57
25792_x1	20	62.324
3548_x1	5	122.707
33651_x1	2	135.895
42227_x1	2	15.902
56766_x1	13	71.451
46808_x1	16	85.469
75008_x1	10	108.584
70291_x1	25	64.87
6302_x1	14	102.438
35067_x1	16	0.29
5193_x1	9	144.347
62975_x1	28	62.914
5029_x1	19	46.098
52506_x1	4	3.052
69067_x1	29	65.357
41769_x1	18	63.025
30617_x1	19	71.899
65900_x1	1	5.496
76142_x1	29	63.316
64277_x1	13	35.626
62361_x1	22	37.542
58465_x1	34	65.833
56353_x1	30	39.008
51030_x1	33	76.417
4854_x1	28	42.353
71211_x1	17	2.662
9650_x1	20	61.361
7868_x1	9	9.603
61067_x1	1	65.249
34314_x1	32	44.621
61431_x1	9	28.066
11947_x1	9	20.223
5421_x1	21	133.331
59725_x1	4	8.973
38012_x1	12	68.592
43221_x1	10	67.178
78590_x1	18	4.576
20536_x2	10	108.803
20536_x1	35	74.304
76222_x1	19	25.802
69142_x1	25	50.682
45080_x1	11	20.659
48929_x1	11	128.118
45968_x1	1	4.923
50275_x1	14	109.573
7156_x1	11	17.791
61281_x1	9	170.08
44417_x1	23	68.086
68177_x1	21	32.505
71984_x1	3	60.777
45108_x1	20	54.097
41301_x1	34	51.344
52021_x1	26	38.389
16840_x1	23	68.086
60216_x1	9	155.87
60216_x2	4	143.85
64442_x1	12	5.363
25925_x1	10	0
6714_x1	4	24.018
78_x1	28	0.523
68216_x1	21	128.212
59929_x1	14	45.226
71845_x1	34	61.552
59068_x1	33	16.308
57027_x1	2	3.58
76876_x1	13	13.794
24883_x1	31	0.994
56728_x1	31	18.842
9301_x1	2	10.61
10872_x1	1	126.844
258_x1	17	10.697
15185_x1	27	63.783
52161_x1	3	139.612
47287_x1	12	60.492
42016_x1	13	58.616
61414_x1	7	98.095
57313_x1	28	64.828
67434_x1	16	85.756
64703_x1	9	143.046
56454_x1	29	57.519
64875_x1	22	55.989
7839_x1	29	63.187
