population_type DH
population_name CMUW10X_0001
distance_function kosambi
cut_off_p_value .0001
no_map_dist 15.0
no_map_size 2
missing_threshold .25
estimation_before_clustering yes
detect_bad_data yes
objective_function ML
number_of_loci 5052
number_of_individual 34

locus_name	CMUW10X01H_0009	CMUW10X01H_0011	CMUW10X01H_0012	CMUW10X01H_0013	CMUW10X01H_0016	CMUW10X01H_0019	CMUW10X01H_0020	CMUW10X01H_0021	CMUW10X01H_0023	CMUW10X01H_0024	CMUW10X01H_0030	CMUW10X01H_0031	CMUW10X01H_0035	CMUW10X01H_0044	CMUW10X01H_0047	CMUW10X01H_0058	CMUW10X01H_0062	CMUW10X01H_0063	CMUW10X01H_0064	CMUW10X01H_0067	CMUW10X01H_0068	CMUW10X01H_0069	CMUW10X01H_0072	CMUW10X01H_0073	CMUW10X01H_0074	CMUW10X01H_0077	CMUW10X01H_0079	CMUW10X01H_0080	CMUW10X01H_0083	CMUW10X01H_0085	CMUW10X01H_0086	CMUW10X01H_0087	CMUW10X01H_0093	CMUW10X01H_0095	
46065_x1	a	a	b	a	b	b	a	a	a	a	b	a	b	a	b	a	b	b	b	a	a	-	a	a	a	a	b	b	a	b	a	a	a	b	
52630_x1	b	a	a	a	-	a	b	b	a	b	b	-	a	-	a	b	a	b	a	b	a	a	-	b	b	a	a	a	b	a	a	a	b	b	
19506_x1	a	b	a	a	b	a	a	a	a	a	b	a	a	a	a	b	a	b	a	b	a	a	b	b	a	a	b	a	b	a	b	b	b	a	
Oke_TCTA-202_x1	a	a	a	b	a	b	b	b	a	a	a	a	b	b	a	b	b	a	a	a	a	a	a	a	a	a	b	b	a	a	b	b	b	-	
73815_x1	a	a	a	a	b	a	-	a	b	a	a	a	a	b	a	a	b	b	a	a	-	a	-	a	b	b	a	a	a	b	a	-	b	a	
73909_x1	b	a	a	a	a	b	b	b	a	b	a	-	a	a	a	a	b	a	a	b	b	a	a	-	a	a	a	b	b	b	b	b	b	b	
54661_x1	-	b	a	-	b	b	-	b	-	b	b	a	b	b	b	a	b	-	a	b	b	a	a	a	a	a	a	a	b	b	a	b	a	b	
47685_x1	a	b	a	b	a	a	a	-	a	b	-	a	a	-	b	b	a	b	a	a	b	a	a	-	-	b	a	b	b	b	b	a	a	a	
60227_x1	b	b	a	a	b	a	a	a	a	b	a	a	b	-	b	b	a	b	b	b	a	b	b	b	b	b	a	a	a	a	a	b	a	a	
9065_x1	a	b	b	b	b	a	-	b	a	b	a	b	b	b	a	a	a	a	a	a	b	b	b	-	b	a	b	a	b	a	b	a	b	a	
59051_x1	a	b	a	a	a	a	a	a	-	b	a	a	a	-	a	b	a	a	a	a	b	a	b	b	a	a	b	b	a	b	b	b	-	b	
33778_x1	b	a	a	b	a	a	b	a	a	a	b	a	a	a	b	-	b	a	b	a	a	b	a	-	-	-	a	-	a	-	b	a	-	a	
94023_x1	a	b	b	-	b	a	b	-	a	a	a	a	b	a	a	b	-	b	a	b	a	b	b	-	a	b	a	-	b	a	b	a	b	a	
49919_x1	a	a	b	b	a	a	-	b	b	b	a	b	-	-	b	b	a	b	a	b	a	a	b	a	a	a	b	b	b	b	b	b	-	a	
41921_x1	a	b	b	b	a	b	a	-	b	b	a	b	a	a	a	b	a	b	b	b	b	a	a	b	a	a	a	b	a	a	a	a	-	b	
72980_x1	b	a	b	a	a	b	b	b	b	b	b	b	b	a	b	a	a	a	a	a	-	a	b	a	a	b	b	b	b	a	a	b	a	b	
40718_x1	b	a	a	b	a	b	b	b	a	b	b	a	b	b	b	a	a	-	b	a	a	b	-	a	b	b	a	a	a	b	b	b	-	b	
55783_x1	a	a	-	a	a	a	b	-	b	-	a	a	a	-	b	b	a	b	b	b	b	a	a	b	b	a	b	a	a	a	a	a	a	a	
59367_x1	a	a	a	b	-	b	-	-	a	a	-	a	a	a	a	b	-	b	b	b	-	-	b	b	a	a	a	a	b	b	-	b	b	a	
78808_x1	b	a	-	a	a	a	-	a	b	a	-	b	a	a	a	b	a	-	b	a	a	b	b	b	b	b	b	b	a	b	-	a	b	a	
35489_x1	b	a	a	-	a	b	b	b	a	b	b	a	a	-	b	a	a	-	b	a	a	b	a	a	b	b	a	a	a	b	b	b	-	b	
1860_x1	-	b	-	b	a	b	a	-	a	b	b	b	b	a	b	b	a	a	b	b	a	b	a	b	a	a	b	b	b	a	b	a	-	b	
3990_x1	b	b	a	a	b	a	b	a	-	b	a	a	b	-	a	b	a	a	b	b	a	a	b	b	a	-	b	b	a	a	b	a	a	b	
33046_x1	b	a	b	b	a	b	b	a	a	a	b	-	a	-	a	b	b	a	b	a	b	a	a	b	a	a	b	b	a	-	a	b	b	b	
26299_x1	b	a	b	a	a	b	b	-	b	b	b	b	-	a	-	a	a	a	a	b	-	a	b	-	a	b	b	b	b	a	a	b	-	b	
28853_x1	a	a	b	a	a	a	b	-	a	a	b	b	b	a	-	b	b	b	a	a	a	b	b	-	a	a	b	a	a	a	b	b	-	a	
58639_x1	a	b	b	a	-	a	-	a	b	a	-	b	b	b	a	a	b	b	b	a	a	b	a	b	a	-	b	b	a	a	b	a	-	a	
54244_x1	b	a	a	b	b	a	b	a	a	b	a	-	a	a	b	b	a	b	a	a	b	b	a	-	-	a	a	a	a	b	a	b	a	b	
40646_x1	b	a	-	b	b	b	-	a	b	b	a	a	b	-	a	b	b	a	b	-	-	b	b	b	-	a	a	a	a	b	b	b	b	b	
10715_x1	-	b	a	a	a	a	a	b	b	a	a	-	b	b	a	a	b	a	b	a	b	a	a	b	a	b	b	b	b	-	b	a	a	b	
64183_x1	-	b	b	a	b	b	b	b	a	-	b	-	-	b	b	b	-	a	-	a	b	a	b	a	b	b	b	b	b	-	a	-	a	b	
21052_x1	a	b	-	a	a	-	a	a	b	-	a	-	-	b	a	b	a	a	b	a	-	a	b	b	a	a	b	b	a	b	a	b	b	b	
49370_x1	a	a	a	-	b	b	b	b	a	a	a	-	a	a	-	a	a	b	b	b	a	b	a	b	b	b	b	b	b	-	b	b	b	a	
7139_x1	a	b	b	b	b	a	b	b	b	b	b	b	a	a	-	b	-	-	-	b	-	b	-	b	a	a	b	a	a	b	b	b	b	a	
71824_x1	a	a	b	a	a	b	a	b	b	a	a	a	a	-	-	b	a	a	a	b	b	b	b	a	a	a	b	b	a	b	a	b	b	b	
75777_x1	a	b	b	a	a	a	a	a	-	b	a	b	a	-	a	a	a	a	a	b	-	a	-	-	b	-	b	b	a	b	a	b	-	a	
36780_x1	b	b	-	a	a	b	b	a	b	b	a	a	a	a	b	b	a	b	b	a	a	a	a	b	a	a	b	b	b	a	b	b	a	a	
11655_x1	-	b	b	a	a	b	b	b	-	a	a	a	a	a	a	-	-	b	-	a	-	-	a	b	-	b	b	b	b	b	a	b	b	b	
68425_x1	-	b	b	a	a	a	b	-	b	a	a	a	b	a	b	b	a	b	b	b	a	-	-	b	a	b	b	a	a	a	b	a	-	a	
71749_x1	b	a	b	b	a	b	-	-	a	a	a	a	a	a	b	-	b	a	b	a	b	b	-	-	a	-	b	a	b	a	a	a	b	-	
64749_x1	-	b	b	b	b	b	-	a	b	a	a	-	a	a	b	a	a	a	a	b	a	b	-	-	a	a	a	-	a	a	a	b	b	a	
72986_x1	b	b	-	-	a	b	b	a	b	b	a	b	b	b	a	-	b	a	b	a	b	-	a	-	b	b	a	b	a	a	b	b	-	b	
32355_x1	a	a	a	b	b	b	b	b	a	a	a	b	a	a	-	a	a	-	b	b	a	-	-	-	b	-	b	b	b	b	b	b	-	a	
82437_x1	b	a	b	b	a	b	b	-	a	a	a	a	-	-	a	b	b	a	b	a	b	a	a	-	a	a	b	b	a	b	a	a	b	b	
47267_x1	a	a	b	b	a	b	b	b	b	b	b	b	a	a	b	b	a	a	a	a	b	a	a	b	a	a	a	b	a	a	a	b	a	a	
64562_x1	b	a	a	a	b	a	-	a	a	a	b	-	a	b	a	a	-	a	b	b	b	-	b	b	a	b	a	a	b	b	-	a	b	a	
6723_x1	b	b	a	a	b	a	a	a	a	a	a	a	a	a	a	a	a	b	b	b	a	b	b	a	a	b	b	a	a	a	b	a	b	a	
36782_x1	a	a	a	b	a	b	b	b	a	a	-	a	b	b	a	b	b	a	a	a	a	a	-	a	a	a	b	b	a	a	-	b	b	a	
78940_x1	a	b	a	b	b	a	-	-	a	a	-	-	b	-	a	-	b	a	b	a	-	b	-	b	b	a	a	a	a	a	b	a	b	a	
54855_x1	a	b	b	b	b	b	b	b	a	a	a	a	a	a	a	-	b	a	a	b	-	a	b	-	b	b	a	b	b	a	a	b	b	a	
71829_x1	b	a	b	b	b	a	b	a	b	b	a	-	b	-	b	b	a	a	b	a	b	a	a	a	b	b	b	a	a	a	b	a	b	a	
6470_x1	b	-	b	a	a	b	b	a	b	b	a	-	b	b	a	-	b	a	b	a	b	b	a	a	b	b	a	b	a	a	b	b	-	b	
12745_x1	a	a	a	a	b	a	-	a	b	a	a	a	a	b	a	a	-	b	a	a	-	a	b	a	b	b	a	a	a	b	a	b	b	a	
40130_x1	-	b	b	b	a	b	-	b	b	b	b	a	b	a	b	a	a	b	a	b	b	b	-	-	b	b	b	b	b	b	a	a	b	a	
45671_x1	b	a	b	b	b	b	b	-	a	b	b	a	a	-	b	b	a	b	a	b	a	-	-	-	-	a	a	a	a	b	a	b	-	a	
62245_x1	a	b	b	a	b	a	a	a	b	a	-	a	a	a	a	b	b	b	a	b	a	a	b	a	a	a	b	b	b	a	a	a	-	a	
31851_x1	a	a	b	b	a	b	b	b	-	b	a	b	b	-	a	-	a	a	b	b	-	-	-	a	a	b	b	b	b	a	-	b	a	b	
59076_x1	a	a	a	a	a	a	a	b	a	b	b	a	-	-	a	a	a	b	b	-	a	a	b	b	b	b	a	b	b	a	a	b	b	b	
22484_x1	b	b	-	a	a	a	-	-	b	-	b	a	a	-	-	b	b	a	a	a	b	-	-	a	a	a	a	a	a	a	b	a	a	b	
64785_x1	a	b	a	a	b	a	a	a	a	a	b	a	-	-	a	b	a	b	a	b	a	-	-	-	a	a	b	a	b	a	b	b	b	a	
68279_x1	-	a	-	a	a	a	a	a	b	a	a	b	a	a	a	b	a	b	b	a	a	b	b	b	b	b	b	b	a	-	b	a	b	a	
57839_x1	a	b	a	a	b	a	b	b	a	a	a	-	-	-	-	b	b	b	a	b	a	a	a	a	b	b	a	b	b	a	b	a	b	b	
45443_x1	a	b	a	b	b	a	-	a	a	a	-	a	a	b	a	b	b	b	b	-	-	b	a	b	b	-	a	a	a	-	b	a	b	a	
59797_x1	a	a	-	a	b	a	b	-	a	a	-	b	b	a	b	a	b	b	a	-	b	b	-	b	b	b	a	b	b	a	b	a	-	a	
22509_x1	a	a	a	b	b	a	a	b	a	a	b	a	b	-	b	b	a	b	a	b	-	b	b	b	b	b	a	a	a	a	a	a	a	a	
70620_x1	b	b	a	a	b	a	a	-	b	b	-	b	b	a	b	a	a	b	a	a	a	-	b	b	b	b	a	a	b	a	b	a	a	a	
43407_x1	b	a	b	a	a	a	a	-	b	a	-	b	a	a	a	-	a	-	b	a	a	b	-	b	b	b	b	b	a	b	-	a	b	a	
55475_x1	a	a	b	b	a	b	-	a	b	a	a	a	a	a	-	a	b	a	a	a	a	a	a	a	a	b	b	b	a	a	a	b	b	b	
20119_x1	-	b	a	a	a	a	b	-	a	a	b	-	a	a	b	a	a	b	-	b	-	a	a	a	b	b	b	b	b	a	a	a	a	a	
84933_x1	b	b	a	-	a	a	b	b	b	b	a	b	a	b	a	b	a	-	a	b	b	-	b	b	b	b	a	a	b	a	-	b	b	a	
12639_x1	-	b	b	a	b	a	a	b	a	b	a	a	a	a	-	b	b	b	b	b	b	b	a	b	b	b	b	b	b	a	a	b	b	b	
15557_x1	a	b	b	a	a	a	b	a	-	a	-	b	b	-	b	b	a	-	b	b	a	b	b	b	b	b	b	b	b	a	b	a	a	b	
41834_x1	a	a	-	b	a	a	a	b	-	b	-	b	a	-	b	b	a	b	a	b	a	a	b	-	a	a	b	b	b	b	b	b	-	a	
10140_x1	a	a	a	a	b	a	-	b	a	a	b	a	b	b	b	a	-	a	a	-	a	b	b	a	b	-	a	a	b	b	b	a	b	a	
6910_x1	a	b	b	a	-	a	b	b	a	a	b	-	-	b	a	b	a	b	b	a	-	a	a	a	b	b	a	b	b	a	b	a	b	b	
49772_x1	-	b	b	a	b	-	a	a	b	a	b	-	a	a	-	b	a	a	a	-	a	a	a	-	a	-	a	-	b	a	a	b	b	a	
6725_x1	b	a	a	a	b	a	b	-	a	b	b	b	a	b	b	b	a	b	a	b	a	a	a	b	b	a	a	a	b	a	a	a	b	b	
9549_x1	b	a	a	b	-	a	-	a	a	a	b	-	a	a	b	a	b	a	b	a	a	-	-	b	a	a	a	a	a	b	b	a	a	a	
42526_x1	a	a	b	b	-	b	a	b	a	-	b	a	-	b	-	b	a	b	a	b	b	a	a	a	a	a	b	a	b	b	b	a	a	a	
49315_x1	b	a	a	a	a	b	-	-	a	a	a	a	b	-	b	-	b	-	a	a	a	a	b	-	b	b	a	b	b	a	-	a	a	b	
69967_x1	a	a	b	a	b	a	a	b	b	b	b	a	b	a	b	a	a	b	b	b	a	a	-	b	-	b	b	a	b	a	b	a	a	a	
51669_x1	b	b	a	b	a	a	a	a	a	a	a	-	b	-	b	b	a	b	b	a	a	b	b	b	-	b	b	a	b	b	a	b	-	b	
12118_x1	b	a	b	b	-	b	a	b	a	a	a	a	a	a	b	b	b	a	b	a	b	a	a	-	a	b	b	a	b	a	a	a	b	a	
49443_x1	a	a	a	b	b	a	b	-	b	b	b	a	a	a	b	b	b	a	a	b	b	b	a	-	b	-	a	a	b	a	b	a	a	b	
507_x1	b	b	b	a	a	b	a	a	-	a	a	b	a	a	b	a	b	b	a	b	b	a	a	b	-	a	a	a	b	b	b	b	-	a	
50903_x1	b	b	a	b	b	b	-	b	b	a	a	-	a	a	b	a	b	a	b	b	b	a	b	-	b	b	b	a	b	a	a	a	b	b	
49511_x1	-	b	b	a	b	b	a	-	b	b	a	b	-	-	a	b	a	b	a	b	b	a	b	-	b	b	b	b	b	a	a	b	b	b	
69097_x1	a	b	b	a	a	b	a	b	b	a	b	b	a	-	a	a	b	a	b	b	a	a	b	a	-	b	b	b	b	a	b	a	b	a	
74836_x1	b	a	a	a	b	a	-	b	a	b	a	a	a	b	a	-	a	a	-	a	b	b	-	-	a	a	b	a	a	a	a	b	b	b	
1310_x1	b	a	b	a	b	b	b	a	a	b	a	a	b	a	b	b	a	b	a	-	b	b	a	-	a	a	b	a	a	b	a	b	a	b	
76440_x1	b	a	b	b	b	a	b	a	b	a	a	-	-	b	a	b	b	a	b	a	b	b	-	a	a	a	a	a	a	b	b	b	a	b	
41099_x1	a	a	a	a	b	a	b	a	b	a	a	a	a	b	-	-	b	b	a	a	b	a	b	a	b	b	a	a	a	b	a	b	b	a	
71543_x1	a	b	b	b	a	a	-	a	b	a	-	b	a	b	a	b	b	b	a	b	-	b	a	b	b	a	a	a	a	-	a	a	b	b	
47493_x1	b	b	a	b	a	a	-	b	b	a	b	b	b	b	b	a	a	a	a	-	-	b	a	a	a	a	a	b	b	a	b	b	-	b	
6593_x1	a	a	a	b	b	b	b	-	a	a	a	-	a	-	a	a	a	b	b	b	a	b	-	b	b	b	b	-	b	b	b	b	-	a	
55358_x1	b	a	b	b	b	a	b	a	b	b	b	b	b	-	a	a	-	a	a	-	b	b	a	a	a	b	b	a	b	b	b	b	b	b	
62714_x1	a	b	a	b	a	a	a	a	b	a	b	b	a	b	-	a	b	b	b	b	a	a	b	a	b	b	a	b	a	a	a	a	b	a	
15227_x1	b	a	a	a	a	a	b	a	a	b	-	-	a	a	-	a	a	a	a	b	-	a	-	-	b	a	b	a	a	a	a	a	a	a	
28807_x1	a	b	a	a	b	a	a	-	b	b	b	-	b	-	a	a	-	b	a	b	a	b	-	b	b	a	a	b	a	b	b	a	a	a	
11288_x1	b	b	-	a	a	a	a	a	b	b	b	a	b	b	b	b	b	-	a	a	b	a	b	a	a	a	a	a	a	a	a	a	a	b	
67502_x1	a	b	a	a	b	b	b	b	a	b	b	a	b	b	b	a	b	b	a	b	b	a	-	-	-	a	a	a	b	b	a	b	a	b	
70105_x1	-	a	b	b	b	a	b	-	b	a	a	b	a	b	-	b	b	-	b	a	b	b	b	a	a	a	a	a	a	b	-	b	a	b	
4966_x1	b	a	a	-	b	a	a	a	b	b	b	b	b	b	b	a	a	a	b	b	a	-	b	a	b	a	a	a	a	a	b	a	a	a	
7735_x1	a	b	b	a	b	b	a	-	b	b	a	b	-	b	a	b	a	b	a	-	b	a	b	-	b	b	b	b	b	a	a	b	b	b	
21596_x1	b	b	b	a	a	a	-	a	b	b	b	a	b	b	b	b	b	a	a	a	b	a	b	a	a	a	a	a	a	a	a	a	a	b	
73259_x1	b	b	a	a	b	a	a	b	b	b	a	b	b	a	b	a	a	b	a	a	a	b	b	b	b	b	a	a	b	a	b	-	a	a	
46514_x1	b	-	a	a	b	a	a	b	a	b	b	b	b	-	b	a	a	a	b	b	a	b	b	b	b	a	a	a	b	b	b	a	-	a	
64849_x1	-	b	b	b	b	b	a	b	b	b	a	b	-	a	b	b	-	b	a	a	b	-	a	a	a	a	b	a	a	a	b	a	a	b	
78690_x1	b	a	b	-	a	-	a	b	a	b	b	a	b	-	a	a	a	b	a	-	b	b	a	a	-	a	b	b	b	b	b	a	b	a	
62505_x1	b	a	b	b	a	b	-	b	a	a	a	a	a	a	b	b	b	a	b	a	b	-	a	a	a	b	b	a	b	a	a	b	b	b	
75559_x1	a	a	a	a	a	a	a	-	a	b	-	-	b	b	a	a	a	b	b	-	a	a	b	b	b	b	a	b	b	a	-	-	b	b	
7540_x1	a	b	-	a	a	b	-	b	b	a	b	a	b	b	a	a	b	a	b	b	-	a	-	a	b	b	b	b	b	a	b	a	b	a	
49320_x1	a	a	b	a	b	b	a	b	b	b	a	b	a	b	a	b	b	b	b	b	a	a	b	b	b	a	b	b	a	a	b	-	a	b	
20732_x1	a	a	a	b	a	b	-	b	a	a	b	b	-	a	b	-	b	b	a	a	b	b	-	a	b	a	a	a	a	-	-	b	b	a	
8382_x1	-	a	b	a	b	b	b	-	b	b	a	a	a	a	-	b	b	b	b	b	-	a	b	-	b	b	b	a	b	b	a	a	a	a	
87441_x1	-	b	b	-	b	a	b	b	b	b	a	b	b	b	b	a	a	a	b	b	b	a	-	a	b	b	b	a	b	a	b	b	-	a	
36651_x1	a	b	b	a	a	b	b	a	b	a	a	-	b	b	b	a	a	a	b	a	b	b	b	-	a	a	b	b	b	b	a	a	b	a	
12032_x1	a	b	a	a	b	a	a	a	a	a	b	a	a	-	a	b	a	b	a	b	a	-	b	-	a	a	b	a	b	a	b	b	b	a	
18631_x1	b	a	a	a	b	a	-	b	a	b	a	a	a	-	a	b	-	-	b	a	b	b	a	b	a	a	b	a	a	a	a	b	b	b	
21133_x1	b	b	b	-	b	a	a	a	b	b	a	-	-	b	b	a	-	a	a	a	a	a	a	-	b	a	a	b	b	a	b	b	a	a	
41992_x1	b	a	a	a	a	a	a	b	a	b	-	b	b	b	a	b	b	b	b	a	b	a	-	a	b	b	b	a	b	b	b	a	a	b	
9835_x1	b	b	a	b	b	a	-	a	b	b	b	b	a	a	-	a	b	b	b	a	a	b	a	-	b	a	a	a	b	a	b	a	a	a	
54824_x1	-	a	a	a	a	a	a	-	a	b	b	-	b	b	a	a	a	-	b	b	a	a	b	b	b	b	a	b	b	a	-	b	b	b	
75653_x1	b	b	a	a	b	a	a	b	a	a	a	-	a	b	a	b	a	-	b	b	b	b	-	-	b	b	a	a	b	b	-	a	a	b	
9506_x1	a	a	b	b	b	-	-	b	a	b	b	-	b	b	b	a	b	a	a	b	-	-	-	b	a	a	b	a	a	b	a	b	-	a	
41352_x1	b	b	b	b	b	b	b	a	b	a	-	b	a	a	b	b	b	-	a	a	b	b	a	a	a	a	b	a	a	b	b	a	a	a	
77740_x1	b	b	b	a	a	a	a	a	b	b	a	b	b	-	b	a	b	a	a	a	a	a	-	a	b	a	a	b	b	a	b	b	a	a	
20013_x1	b	b	a	b	a	a	b	-	a	a	b	a	b	a	b	a	-	a	b	a	a	b	a	-	a	b	a	a	a	-	a	a	a	a	
22719_x1	b	b	-	a	b	a	-	a	-	b	a	-	b	b	b	a	b	a	a	a	a	a	a	-	b	a	a	a	b	a	b	b	a	a	
71138_x1	b	b	-	b	a	a	b	a	a	a	-	a	b	a	b	a	a	a	a	a	-	b	a	-	a	b	a	a	b	-	-	a	b	a	
616_x1	a	a	-	a	b	a	a	b	a	b	b	a	a	a	b	a	a	b	b	b	a	b	-	-	b	b	a	a	b	a	a	a	a	a	
87164_x1	a	a	b	b	a	b	a	b	b	a	b	-	a	a	b	a	b	b	a	a	-	b	a	a	b	a	a	a	b	b	a	b	b	a	
16789_x1	a	b	b	a	a	a	b	b	b	b	a	-	b	b	a	a	b	-	b	-	-	b	-	-	b	-	b	b	b	a	b	a	b	a	
54753_x1	b	b	a	a	b	a	a	b	a	a	a	a	-	b	a	b	a	b	b	b	b	b	b	b	b	b	a	a	b	b	a	a	a	b	
23011_x1	b	a	a	b	a	b	b	-	a	b	b	a	b	b	b	a	a	-	-	a	a	b	a	-	b	b	a	a	a	b	b	b	b	b	
65446_x1	a	a	a	b	a	b	-	b	a	b	b	-	b	b	-	b	a	b	a	b	b	a	-	a	a	a	b	a	b	b	-	a	-	a	
62711_x1	a	a	a	a	a	a	-	a	b	a	b	a	a	a	b	b	a	b	b	b	b	b	-	b	b	a	b	a	a	a	b	a	a	a	
55506_x1	-	b	a	b	b	a	b	a	b	b	b	-	a	b	-	b	a	b	b	b	a	-	-	b	b	b	a	b	a	-	b	a	-	a	
53260_x1	a	a	a	a	a	a	-	a	b	a	-	a	a	-	b	a	-	-	a	b	b	-	b	a	b	b	a	a	b	a	a	b	b	a	
8527_x1	a	b	b	b	a	b	b	-	a	a	a	a	a	a	a	b	b	b	a	b	-	b	a	b	a	a	b	b	b	b	b	a	a	b	
10796_x1	a	b	a	-	a	b	a	b	a	a	a	a	-	b	b	b	b	b	b	a	a	a	b	-	b	a	a	b	a	a	a	a	a	a	
58003_x1	a	a	a	b	a	b	a	b	a	a	b	b	a	a	b	a	b	b	a	a	b	b	b	-	b	a	a	a	a	b	a	b	b	a	
74120_x1	b	-	a	b	a	b	-	a	b	b	a	-	-	-	b	a	b	-	a	b	b	b	b	b	a	a	b	a	a	b	a	b	-	a	
67788_x1	a	a	a	a	b	a	b	b	-	b	-	-	b	b	-	a	a	b	-	b	a	b	-	-	b	a	a	b	b	a	b	b	a	a	
50649_x1	b	b	a	b	a	a	-	a	b	b	b	a	a	a	-	b	-	b	b	a	b	-	b	b	-	b	a	b	b	a	b	a	a	b	
33363_x1	a	a	b	a	b	b	b	-	b	b	b	a	a	b	-	a	b	a	a	b	b	a	a	-	a	a	a	b	a	a	b	-	a	a	
19265_x1	b	a	a	a	b	a	a	b	b	a	-	-	b	a	b	a	a	a	b	a	a	a	b	a	a	b	a	a	a	a	a	b	b	a	
63068_x1	a	b	a	-	a	b	a	a	a	b	a	-	a	a	b	b	a	-	a	a	b	-	-	a	-	b	a	b	b	b	b	b	a	a	
4727_x1	a	a	-	a	b	-	b	b	b	b	b	-	a	b	a	-	b	a	a	a	b	a	-	a	-	-	a	b	a	-	b	a	a	a	
63419_x1	b	a	b	b	a	b	-	-	a	a	a	-	a	-	b	b	b	a	b	a	b	b	a	-	a	b	b	a	b	a	a	a	-	a	
50500_x1	b	b	-	b	a	b	a	b	a	-	b	b	a	a	b	b	a	a	a	a	-	a	a	a	a	a	a	a	a	-	a	b	a	b	
1087_x1	b	b	a	b	a	a	a	a	a	a	a	a	b	a	-	b	a	-	b	a	a	b	b	a	b	b	b	a	b	b	a	b	b	b	
23464_x1	a	a	b	b	a	a	a	b	b	b	a	-	a	-	b	b	a	b	a	-	a	a	-	a	a	a	b	b	b	-	b	b	a	a	
30591_x1	b	a	b	b	b	a	a	a	b	a	a	b	b	-	a	b	a	a	b	a	-	b	b	a	b	b	b	b	a	a	b	a	b	a	
43643_x1	a	a	b	b	a	a	-	b	b	b	a	-	a	-	b	a	a	b	a	b	a	a	b	a	a	a	b	b	b	b	a	b	a	a	
14593_x1	b	a	a	b	a	a	b	a	a	-	a	a	b	b	a	-	-	a	-	b	b	b	b	-	b	a	b	b	b	a	a	-	-	b	
3587_x1	b	b	-	b	a	b	b	a	a	a	a	b	a	b	a	b	b	-	-	a	-	b	-	-	b	a	a	b	a	a	a	b	b	b	
56770_x1	a	a	b	a	b	b	b	b	b	b	-	a	a	b	a	a	b	a	a	b	b	a	a	a	a	a	a	b	a	a	b	a	a	a	
63483_x1	b	b	b	a	a	b	-	a	b	b	a	-	b	b	a	a	b	a	b	a	b	b	a	a	b	b	a	b	a	a	b	b	-	b	
70852_x1	a	a	b	b	b	a	-	a	a	b	a	a	b	b	b	-	a	-	a	b	b	-	a	a	b	a	-	b	b	-	b	a	b	a	
65051_x1	a	b	b	b	a	b	a	a	b	a	a	a	b	a	a	a	b	a	b	a	a	-	b	a	a	b	b	b	a	a	a	b	a	a	
3386_x1	b	b	b	b	-	a	-	-	b	b	a	b	a	b	a	b	b	a	a	a	b	b	b	-	a	b	a	a	b	a	a	b	b	a	
26924_x1	b	a	a	b	-	b	a	a	b	b	-	b	-	a	b	a	a	a	b	b	a	a	-	b	-	b	a	b	a	-	a	a	b	b	
55427_x1	b	b	b	-	b	a	b	a	b	a	b	a	a	a	b	a	b	a	a	a	a	b	a	b	b	a	-	b	a	a	a	a	b	a	
19300_x1	b	b	a	b	b	b	b	b	a	a	b	a	b	a	b	-	b	b	b	a	a	b	b	-	a	b	a	a	b	a	b	a	a	b	
59408_x1	-	a	a	b	-	b	-	b	b	b	b	a	a	-	a	a	b	a	a	a	b	a	b	a	-	a	a	b	b	b	a	b	-	b	
53902_x1	b	a	a	-	b	b	b	b	a	b	b	a	b	a	b	a	a	a	b	a	a	a	b	-	a	b	b	b	b	b	b	b	-	a	
214_x1	b	a	a	a	a	a	a	b	a	b	a	b	b	b	a	-	b	b	b	a	b	a	b	a	b	b	b	a	b	b	b	a	-	b	
30436_x1	-	a	b	a	-	a	-	a	b	a	a	-	a	a	b	a	a	b	b	a	b	b	b	b	b	b	b	b	a	b	-	-	-	b	
8213_x1	a	a	a	a	b	b	b	-	a	b	-	b	a	b	b	a	-	b	-	b	-	a	a	-	-	b	b	b	b	-	a	a	a	b	
46107_x1	a	b	b	b	a	a	a	a	-	a	a	b	-	b	a	b	b	b	a	b	-	b	-	b	b	a	a	a	a	a	-	a	b	b	
55221_x1	a	b	-	a	a	b	a	b	b	a	b	-	a	b	a	a	b	a	b	b	a	a	b	a	b	b	a	b	b	a	b	a	b	a	
46928_x1	a	a	-	b	a	b	a	b	a	a	b	-	a	a	a	b	a	b	b	b	b	b	-	b	a	b	b	b	a	b	a	a	b	b	
44973_x2	b	b	a	a	-	-	b	a	b	-	a	-	a	a	b	b	-	b	b	a	-	a	a	b	a	a	b	b	b	a	b	b	a	a	
14818_x1	b	b	a	a	a	b	-	a	b	b	b	-	a	a	a	b	a	b	b	a	-	b	b	b	b	b	a	b	b	a	b	a	a	b	
12098_x1	a	a	a	a	b	a	-	a	-	a	-	a	b	a	-	b	a	a	a	b	a	a	b	a	a	b	a	b	a	b	b	b	a	a	
62726_x1	b	b	a	a	a	b	-	-	b	b	a	a	a	a	b	b	a	a	b	a	a	a	a	b	a	a	b	b	b	a	b	b	-	a	
43306_x1	b	b	a	b	b	b	b	-	a	a	b	a	b	a	b	b	b	b	b	a	-	b	b	a	a	b	a	a	b	a	b	a	a	b	
12462_x1	a	a	b	a	-	b	b	a	b	b	b	b	a	-	-	a	b	b	b	a	b	b	b	b	b	-	a	b	a	b	a	b	b	a	
