population_type DH
population_name CMUW10X_0009
distance_function kosambi
cut_off_p_value .0001
no_map_dist 15.0
no_map_size 2
missing_threshold .25
estimation_before_clustering yes
detect_bad_data yes
objective_function ML
number_of_loci 5774
number_of_individual 31

locus_name	CMUW10X09H_0009	CMUW10X09H_0014	CMUW10X09H_0021	CMUW10X09H_0023	CMUW10X09H_0028	CMUW10X09H_0030	CMUW10X09H_0031	CMUW10X09H_0034	CMUW10X09H_0035	CMUW10X09H_0036	CMUW10X09H_0037	CMUW10X09H_0038	CMUW10X09H_0039	CMUW10X09H_0043	CMUW10X09H_0044	CMUW10X09H_0045	CMUW10X09H_0049	CMUW10X09H_0058	CMUW10X09H_0059	CMUW10X09H_0060	CMUW10X09H_0062	CMUW10X09H_0067	CMUW10X09H_0068	CMUW10X09H_0069	CMUW10X09H_0073	CMUW10X09H_0076	CMUW10X09H_0077	CMUW10X09H_0081	CMUW10X09H_0083	CMUW10X09H_0084	CMUW10X09H_0093	
67395_x1	a	a	b	b	a	b	a	a	a	-	b	b	a	b	a	a	b	b	a	b	a	b	a	a	a	a	a	a	b	b	a	
12732_x1	a	a	b	b	-	-	b	b	b	a	b	a	a	b	b	a	b	b	a	a	b	a	b	a	a	b	-	b	a	a	a	
6584_x1	a	b	a	b	b	b	a	a	-	-	a	a	-	b	a	a	a	a	a	-	b	a	b	a	a	b	b	a	b	a	b	
61806_x1	a	b	b	a	a	b	a	a	a	a	-	-	a	a	a	-	b	b	a	a	b	a	b	b	b	a	b	b	-	a	a	
73054_x1	b	b	b	a	a	b	b	b	a	-	a	b	b	a	a	-	b	b	b	b	a	b	a	a	b	-	b	a	b	b	b	
2403_x1	-	b	a	-	a	-	b	a	-	a	a	a	a	b	a	-	a	b	a	b	a	a	a	a	a	b	-	a	a	b	b	
78206_x1	a	-	b	b	a	b	a	a	-	a	a	-	a	a	b	b	b	b	a	a	a	a	b	-	a	b	a	b	a	b	a	
20431_x1	b	-	b	-	b	b	-	b	a	a	b	-	-	b	b	a	b	b	b	-	b	a	a	-	b	a	b	a	b	b	b	
57238_x1	b	a	a	b	a	a	b	a	-	a	b	b	a	a	b	b	a	a	-	a	b	b	a	-	b	b	-	a	b	a	b	
16430_x1	a	b	b	a	b	a	-	a	a	a	b	b	-	b	b	b	a	b	b	b	b	a	a	b	-	b	a	a	a	a	a	
42198_x1	b	a	a	b	b	a	b	-	-	-	b	a	a	a	b	b	a	a	a	a	b	b	a	-	b	b	a	a	b	a	b	
51034_x1	b	a	a	b	a	b	b	-	a	b	b	b	a	a	b	b	b	b	a	a	b	a	a	a	a	b	a	b	a	a	-	
19068_x1	b	a	a	a	b	b	b	b	a	b	b	b	b	b	a	-	a	a	b	a	a	a	a	a	a	b	a	b	a	a	a	
47305_x1	b	b	a	b	b	-	b	a	b	-	a	-	b	a	a	b	a	b	a	a	b	b	a	b	b	b	b	a	a	b	b	
47987_x1	a	a	a	b	a	a	a	a	a	a	b	a	a	a	a	a	a	a	b	b	a	a	a	b	b	a	a	a	a	a	a	
16633_x1	b	b	a	b	a	-	b	b	a	b	b	a	b	a	-	b	b	b	b	a	b	a	b	b	a	a	b	a	a	a	b	
55791_x2	b	b	-	a	a	b	b	b	a	b	a	b	b	a	a	a	b	b	b	b	a	b	a	a	b	b	b	a	b	b	b	
55791_x1	a	a	-	a	a	a	b	a	a	b	a	b	a	a	a	a	b	a	a	a	a	b	a	a	a	a	a	a	b	a	b	
62446_x1	b	b	a	b	b	b	a	b	a	a	b	b	b	b	b	b	a	b	b	b	b	a	b	b	b	b	b	b	a	b	a	
27772_x1	-	a	b	b	a	b	a	b	a	b	b	a	b	a	b	a	a	b	a	a	b	b	b	a	b	a	a	b	b	b	a	
6698_x1	a	-	a	b	b	a	a	b	-	b	a	-	-	a	a	a	b	a	-	a	a	b	a	b	-	-	a	b	a	a	b	
64402_x1	a	a	a	b	b	a	a	a	b	a	a	a	a	b	b	b	a	a	a	a	-	a	b	b	a	a	a	b	a	a	a	
19518_x1	b	a	b	a	b	a	a	b	a	a	-	-	b	b	a	a	a	a	a	b	b	b	a	b	a	b	b	a	a	a	a	
50689_x1	a	a	b	a	b	a	b	a	a	-	b	-	a	-	a	a	a	b	a	b	a	b	a	a	b	a	b	b	b	a	b	
54351_x1	a	b	-	b	b	b	a	a	-	a	-	a	b	a	a	b	b	a	a	b	a	a	b	a	a	b	-	-	a	a	a	
52662_x1	b	a	b	a	-	b	a	a	a	a	a	a	b	a	a	b	a	a	b	b	b	b	b	a	a	a	b	b	a	b	a	
27039_x1	a	b	b	b	a	b	b	b	b	a	b	-	a	a	b	-	a	b	b	b	b	b	b	a	a	b	a	b	b	a	a	
53014_x1	b	a	b	a	b	b	b	a	b	-	a	a	a	b	a	a	a	b	a	b	b	b	b	b	a	a	-	b	a	a	b	
92873_x1	b	b	a	b	b	b	a	b	b	a	b	b	b	b	b	b	a	b	b	b	a	a	b	b	b	b	b	b	a	b	a	
40221_x1	b	b	a	a	a	b	a	a	-	a	a	-	b	b	b	-	b	b	b	b	b	a	b	b	b	b	b	b	b	a	a	
78395_x1	b	a	-	a	b	b	b	b	b	b	b	-	b	b	b	a	a	a	a	a	b	a	a	a	b	-	a	a	a	a	a	
21613_x1	a	a	a	b	a	a	b	b	b	b	a	-	a	a	-	a	a	a	a	a	a	b	b	a	a	a	b	b	b	b	a	
41467_x1	a	b	b	b	b	a	b	b	b	b	-	b	a	b	b	a	b	b	a	a	b	b	b	b	b	a	b	a	a	b	a	
79738_x1	b	b	a	a	a	a	a	b	-	a	-	a	-	b	b	-	a	b	a	a	b	a	a	a	b	a	b	b	a	a	a	
48193_x1	a	b	b	a	a	b	b	b	b	-	a	-	b	b	b	b	b	b	b	b	-	a	a	a	a	b	b	a	a	a	a	
7391_x1	b	b	a	b	b	a	b	-	b	b	b	b	-	b	a	a	b	a	b	b	a	b	a	-	b	a	b	a	b	a	b	
76912_x1	b	b	a	b	a	a	a	b	b	b	a	a	b	a	b	b	b	b	b	a	b	a	b	b	b	-	a	a	a	a	b	
21428_x1	b	b	a	a	a	a	a	b	-	a	b	b	b	b	b	a	b	b	b	b	b	a	b	a	a	b	b	b	b	b	-	
44280_x1	a	a	b	a	b	a	b	a	b	-	a	-	-	b	a	a	b	b	b	b	a	b	-	b	a	a	a	a	a	b	b	
10608_x1	b	b	a	a	b	a	a	b	b	b	b	a	a	b	b	a	b	b	a	b	a	b	b	a	-	b	a	a	b	b	a	
8313_x1	b	b	a	b	a	b	a	b	-	b	b	-	b	b	b	-	a	b	a	b	-	a	a	a	a	a	b	a	b	b	a	
11102_x1	b	b	a	a	a	b	-	b	b	b	b	b	b	b	-	a	b	a	a	b	b	b	a	b	a	a	b	b	b	a	a	
77474_x1	a	a	a	a	b	b	b	b	b	a	b	a	a	a	-	-	a	a	-	b	a	a	a	a	b	a	b	b	b	b	b	
5209_x1	a	a	b	b	a	b	a	a	a	-	a	a	a	a	b	b	b	b	a	a	a	a	b	-	a	b	a	b	a	b	a	
78743_x1	-	b	b	a	a	-	-	b	b	a	-	b	a	a	-	a	a	b	b	b	b	b	a	a	a	-	a	b	-	a	a	
63821_x1	a	b	b	a	b	b	b	b	a	b	-	b	b	b	a	-	b	a	a	-	-	a	a	-	b	a	a	b	-	-	a	
6735_x1	a	-	b	a	a	-	-	b	-	b	b	b	-	b	b	a	b	-	b	b	a	a	b	a	a	a	b	b	b	a	-	
72565_x1	b	b	b	b	a	b	-	b	b	-	b	a	a	a	a	b	b	b	a	a	b	a	a	a	a	b	b	b	a	a	b	
57020_x1	b	b	a	-	a	b	a	b	a	-	b	a	b	a	b	b	a	a	a	a	-	a	b	a	b	-	b	b	-	a	a	
69715_x1	b	a	a	b	b	a	a	a	a	-	b	-	a	a	a	a	a	a	a	a	a	b	b	b	b	a	a	b	b	b	b	
23724_x1	a	b	a	b	a	b	a	a	b	b	b	-	a	a	b	-	b	b	b	a	a	-	b	a	b	a	a	b	b	b	b	
Oke_U2019-112_x1	b	b	a	b	b	a	a	a	a	b	a	a	a	b	b	a	b	a	a	a	a	b	b	a	b	b	b	b	a	a	b	
58547_x1	a	b	b	a	a	a	a	b	a	b	a	b	a	b	b	a	a	a	-	b	b	b	b	a	b	b	a	b	a	a	a	
44684_x1	b	a	a	a	b	b	-	a	a	a	-	a	b	a	a	b	a	a	b	b	a	a	a	a	a	b	a	b	b	a	b	
45394_x1	b	a	b	a	a	b	b	b	-	a	a	a	a	b	a	b	b	a	b	b	b	b	b	b	b	a	a	b	b	b	b	
46934_x1	a	b	-	b	b	a	a	a	a	b	b	-	b	a	b	a	a	b	-	a	a	a	a	a	a	b	b	b	a	a	a	
9465_x1	b	b	b	a	a	b	b	b	a	b	a	b	b	a	a	a	b	b	b	b	a	b	a	a	b	b	b	a	b	b	b	
52713_x1	b	b	a	b	b	a	b	a	b	b	b	b	b	a	-	a	a	b	a	b	b	a	a	a	b	a	b	a	a	a	a	
53013_x1	b	a	a	b	a	a	a	a	b	a	b	a	-	-	b	-	a	b	a	b	b	b	b	b	a	b	b	a	b	b	b	
65729_x1	a	a	a	a	-	b	a	a	b	b	-	a	a	a	a	b	b	a	a	b	-	b	b	a	a	a	a	b	a	a	a	
66407_x1	b	b	a	b	a	b	a	b	a	b	b	a	b	b	b	-	a	b	a	b	a	a	a	a	a	a	b	a	b	b	a	
3322_x1	b	b	a	b	b	b	-	a	-	a	a	a	a	a	a	b	b	b	a	-	b	b	a	b	a	b	a	a	a	b	b	
14736_x1	b	b	b	-	-	b	b	a	-	b	a	b	-	b	a	b	b	b	a	a	b	a	b	b	a	b	-	a	a	a	b	
58143_x1	a	b	b	a	a	b	b	b	b	-	a	a	b	b	b	b	b	b	b	b	b	b	a	a	a	b	b	a	a	a	a	
12537_x1	a	a	b	a	b	a	b	a	b	a	-	b	a	b	a	a	b	b	b	b	a	b	a	b	a	a	a	a	a	b	b	
48163_x1	b	b	a	b	-	-	a	b	a	b	a	-	b	b	a	b	b	b	b	a	b	a	a	a	b	a	b	a	b	b	a	
22804_x1	a	a	b	a	a	b	a	a	a	-	b	-	-	b	a	-	b	a	a	b	b	b	a	b	b	a	b	a	a	-	a	
12189_x1	a	b	b	a	b	b	a	b	a	b	a	-	b	b	a	-	b	b	b	b	a	a	b	b	a	a	b	b	a	b	a	
3522_x1	b	a	b	b	a	b	b	a	b	a	a	-	a	a	b	-	b	a	a	b	a	b	a	b	a	b	a	a	b	b	a	
52887_x1	b	b	b	b	b	b	-	a	b	a	b	b	a	a	a	b	b	a	a	b	a	b	b	a	a	a	a	b	a	a	b	
67352_x1	-	a	a	b	a	a	b	a	b	-	b	b	a	a	b	b	a	a	a	a	b	b	a	a	b	b	b	a	b	a	b	
50622_x1	a	a	a	b	a	a	b	a	a	-	-	-	b	a	a	a	b	a	a	a	b	b	a	b	a	b	a	a	b	a	b	
49561_x1	b	a	b	b	b	b	-	a	a	b	a	b	a	b	a	b	b	b	a	a	a	a	b	b	a	b	b	a	a	a	b	
12376_x1	a	b	b	a	b	a	-	b	b	b	b	-	a	-	b	a	b	b	a	a	b	b	b	a	b	a	b	a	a	b	a	
54241_x1	b	b	a	b	b	b	a	b	a	b	b	a	b	a	b	b	a	a	a	a	b	a	b	a	b	b	b	b	b	a	a	
71516_x1	a	a	b	b	b	a	b	b	b	b	b	a	a	a	a	b	a	a	a	a	a	b	a	a	a	a	a	a	a	b	b	
73562_x1	a	a	b	a	-	b	b	a	-	a	b	a	a	b	-	a	a	a	a	b	a	b	a	a	b	a	b	b	b	a	b	
21720_x1	b	a	b	-	a	-	a	a	a	a	a	a	b	a	a	b	a	a	b	a	b	b	b	-	a	a	b	b	a	b	a	
17181_x1	b	b	a	b	-	a	a	b	a	-	a	b	-	b	a	-	b	b	b	a	-	a	a	a	b	a	b	a	b	b	a	
31436_x1	a	a	a	b	b	a	-	a	-	a	b	a	a	b	b	b	a	a	a	a	b	a	b	b	a	a	a	b	a	a	a	
64461_x1	a	a	b	a	a	a	b	a	a	a	b	a	a	a	b	a	a	a	a	b	a	b	b	b	a	b	a	b	a	a	b	
14262_x1	a	b	b	b	a	a	a	a	b	a	a	a	a	a	b	a	b	b	a	b	b	b	b	b	b	b	b	a	b	b	b	
53758_x1	a	a	a	a	a	a	a	a	a	b	a	a	a	b	b	b	a	a	a	b	b	a	b	a	a	a	b	b	b	a	a	
2864_x1	b	b	a	a	b	a	b	a	b	b	b	-	a	b	-	a	b	b	a	b	a	b	b	a	a	b	a	a	b	b	a	
5965_x1	b	a	b	a	a	b	a	a	a	-	a	a	b	a	-	-	a	a	b	b	b	-	b	a	a	a	b	b	a	b	a	
46340_x1	a	b	a	-	b	-	b	b	b	-	b	-	a	b	b	a	b	b	a	a	a	-	a	b	b	b	a	a	b	a	b	
8650_x1	b	a	a	b	b	a	a	a	-	b	a	a	b	b	a	b	b	a	a	a	a	a	b	-	b	a	b	a	b	b	b	
70215_x1	b	b	a	a	b	a	b	b	b	b	a	a	b	b	b	-	a	a	a	a	b	a	b	a	a	b	b	a	a	a	b	
25753_x1	a	a	b	a	b	a	b	a	b	a	a	b	a	a	a	a	b	a	b	a	b	b	b	b	b	b	-	b	a	a	b	
4948_x1	b	a	b	a	b	a	a	b	b	b	a	b	b	b	b	a	b	b	a	b	a	a	b	a	a	a	b	b	b	a	b	
46400_x1	b	a	a	b	b	b	a	a	a	a	a	a	b	b	a	b	b	b	b	a	a	a	a	a	a	a	b	a	b	b	b	
50505_x1	b	b	b	a	b	a	b	b	b	b	a	a	b	a	b	a	a	a	a	a	a	b	b	b	a	a	b	b	a	a	b	
53319_x1	-	b	a	a	a	b	a	b	b	b	-	b	b	b	b	a	b	a	a	b	b	b	a	b	a	a	b	b	b	a	a	
57861_x1	a	b	a	b	a	b	b	a	b	a	a	a	-	b	-	b	a	b	a	a	b	b	a	b	b	b	b	a	a	b	b	
12760_x1	-	b	a	b	b	-	a	b	-	b	-	a	b	a	b	b	a	a	a	a	-	a	b	a	b	b	b	b	b	a	a	
50783_x1	b	a	a	b	a	a	b	b	a	a	b	-	a	b	b	b	a	b	a	a	-	b	b	a	b	b	-	a	b	a	b	
29158_x1	b	a	b	b	b	a	-	b	-	a	b	b	-	a	-	b	b	a	b	a	b	a	b	b	b	a	-	b	b	a	a	
4310_x1	b	b	a	a	b	a	b	a	b	a	a	a	a	b	a	a	b	a	b	b	a	-	a	b	a	b	b	a	a	a	b	
4310_x2	a	a	b	a	b	b	b	b	b	b	a	b	a	a	a	b	b	b	a	a	b	-	a	b	a	a	a	a	b	b	a	
60566_x1	a	b	b	a	b	b	b	a	b	b	b	a	b	a	b	b	b	b	b	b	b	-	a	a	a	b	b	a	a	b	b	
27412_x1	b	b	-	a	b	-	a	a	a	a	b	b	a	b	a	-	a	b	b	-	b	-	a	b	b	b	a	a	a	a	b	
71415_x1	a	a	b	b	b	a	b	b	b	-	b	a	a	a	-	b	a	a	a	-	a	b	a	a	a	a	a	a	a	b	b	
52482_x1	-	b	a	b	-	-	a	b	a	b	b	b	b	a	a	b	a	a	b	a	a	a	a	a	b	b	a	b	b	-	a	
3237_x1	a	b	b	b	a	a	a	a	-	a	-	-	-	a	a	-	a	a	a	b	b	-	a	a	b	a	b	b	a	b	a	
25866_x1	b	b	a	a	a	b	a	a	-	a	a	b	b	b	b	a	b	b	b	b	-	a	b	b	b	b	-	b	b	a	a	
48526_x1	b	b	b	b	a	a	-	a	-	b	a	a	a	a	a	-	b	b	-	a	b	-	a	b	a	b	b	b	a	b	b	
73242_x1	b	b	a	a	a	a	a	a	a	b	b	a	a	b	b	a	b	a	b	a	b	a	b	b	b	b	a	a	a	a	a	
18983_x1	b	b	b	a	b	a	-	b	b	b	a	a	b	a	b	a	a	a	-	a	a	b	a	b	a	a	-	b	a	a	b	
58290_x1	b	b	a	a	b	a	b	a	-	a	a	a	a	b	a	a	b	a	b	-	a	a	a	-	a	b	b	a	a	a	b	
64502_x1	b	a	-	-	a	a	b	b	b	-	-	-	a	b	a	-	b	a	b	b	b	b	b	b	b	a	-	b	b	b	b	
60474_x1	a	a	b	a	b	-	b	b	b	a	b	-	a	a	b	a	b	b	b	a	b	a	b	a	b	b	b	b	a	a	a	
48690_x1	b	b	a	b	-	a	a	b	-	b	a	b	-	b	b	a	a	a	a	b	a	a	b	b	a	-	-	a	a	b	a	
63602_x1	b	a	b	b	a	b	b	a	b	a	a	b	a	a	b	a	b	a	a	b	a	b	a	b	a	b	-	a	a	b	a	
57143_x1	b	b	a	b	a	a	a	a	a	-	-	a	b	-	b	a	a	a	b	a	a	-	b	a	b	b	b	b	a	a	b	
57294_x1	-	b	a	b	a	b	a	b	a	-	a	a	a	a	a	b	b	-	-	b	a	b	b	-	a	a	b	b	a	b	b	
59065_x1	-	b	b	a	b	b	-	b	b	b	a	b	-	b	b	-	b	b	a	-	b	a	b	a	a	b	b	b	b	a	b	
10898_x1	-	b	a	b	-	-	b	a	b	b	-	b	b	a	a	b	a	a	a	b	b	b	a	a	b	a	b	b	a	b	a	
29691_x1	a	a	b	b	b	b	b	a	b	b	a	b	-	a	a	a	b	a	b	-	a	b	b	b	a	b	-	a	b	b	b	
55336_x1	b	b	a	a	a	-	a	a	a	a	a	b	b	b	b	a	b	b	b	b	b	a	b	b	b	b	b	b	b	a	a	
50978_x1	b	b	b	a	-	a	a	a	b	a	a	-	a	a	a	-	b	b	a	b	a	b	a	-	a	b	b	a	b	b	b	
71931_x1	b	a	b	a	a	a	b	b	b	a	-	a	b	a	b	b	b	b	b	a	a	-	a	b	b	a	a	b	a	b	a	
77655_x1	a	b	b	b	a	a	a	b	b	-	b	-	a	-	a	b	b	a	a	b	b	a	a	a	b	a	b	b	a	b	a	
41310_x1	b	b	a	a	a	-	a	b	a	a	b	-	b	b	-	-	b	b	b	b	b	a	b	-	a	b	b	b	b	a	a	
70133_x1	a	b	b	a	a	-	b	b	b	-	b	a	b	b	b	b	b	b	b	b	b	b	a	a	a	b	b	a	a	-	a	
46446_x1	-	a	b	-	-	a	a	a	b	a	a	a	a	a	a	a	a	b	a	b	a	b	a	b	a	a	a	a	a	a	b	
2149_x1	a	a	b	a	a	a	b	a	b	-	a	b	-	b	a	a	b	b	b	b	a	b	a	b	a	a	-	a	a	b	b	
67332_x1	a	b	a	b	a	b	-	b	b	b	b	b	a	a	b	b	b	b	b	-	a	a	b	a	b	a	b	b	a	b	b	
11754_x1	-	a	b	a	a	a	b	a	-	b	a	b	a	a	a	a	b	a	a	-	a	b	-	-	a	a	a	a	b	a	b	
39166_x1	a	a	-	b	a	b	b	b	b	-	a	a	b	a	b	a	a	a	b	a	a	b	b	a	b	b	b	b	b	b	b	
71937_x1	b	b	b	a	b	-	a	a	-	-	a	a	a	a	a	a	a	b	b	-	a	b	a	-	a	b	b	a	b	b	b	
46282_x1	a	a	b	b	a	b	b	a	a	a	-	b	a	-	a	b	b	b	b	b	a	a	b	b	b	a	-	b	b	b	a	
62108_x1	a	b	b	b	a	a	b	a	a	a	b	b	a	b	b	-	b	b	b	b	b	b	a	a	b	b	b	b	b	b	a	
26196_x1	b	a	a	a	a	b	a	a	b	a	b	b	a	a	b	-	a	a	b	-	a	b	b	b	b	b	b	b	b	a	b	
96536_x1	b	b	a	b	a	a	a	b	b	-	a	a	b	a	b	-	b	b	-	a	b	-	b	b	b	b	a	a	a	a	a	
68074_x1	b	b	a	-	a	a	b	a	b	b	b	a	b	b	b	a	b	b	-	b	a	b	b	a	a	b	a	a	b	a	a	
49131_x1	a	b	b	b	a	a	b	b	-	b	b	-	a	b	b	-	b	b	a	a	b	b	b	b	b	a	b	a	a	b	a	
51837_x1	b	b	a	b	b	b	a	b	a	b	b	a	-	a	b	b	a	a	a	a	b	a	b	a	b	b	b	b	b	a	a	
10994_x1	a	a	b	a	a	a	b	a	a	b	a	b	a	a	a	a	b	a	a	a	a	b	a	a	a	a	a	a	b	a	b	
20065_x1	a	a	a	b	b	b	b	b	-	a	-	a	a	b	b	a	b	b	a	a	b	b	b	a	a	b	a	b	a	a	a	
74557_x1	b	a	a	b	a	-	b	b	b	b	a	a	b	a	a	a	b	a	a	a	a	b	b	a	a	a	-	b	b	b	b	
18057_x1	a	a	b	a	a	a	b	b	-	b	a	b	-	a	b	-	b	b	a	a	a	a	b	a	b	a	b	b	b	b	b	
65638_x1	b	b	a	b	b	b	a	b	a	b	b	a	b	a	b	-	a	a	a	a	-	a	b	a	b	b	b	b	b	a	a	
70157_x1	a	a	a	-	a	b	b	a	a	a	a	a	a	b	-	a	a	b	a	b	a	b	a	a	a	b	b	a	a	b	b	
31616_x1	b	b	a	b	b	a	b	b	b	b	a	a	a	a	-	a	a	b	-	a	a	a	b	a	a	b	a	-	b	-	b	
43763_x1	a	b	b	b	b	a	-	b	b	-	a	b	a	b	a	-	b	b	b	b	a	a	b	a	b	b	b	b	b	b	b	
7424_x1	b	a	b	a	a	a	b	b	a	a	b	-	b	a	-	a	a	a	a	b	a	b	a	-	b	b	a	a	a	a	a	
64942_x1	b	a	a	-	b	a	a	b	a	b	b	b	b	a	b	a	a	a	a	a	-	b	b	b	a	b	b	a	b	a	a	
6628_x1	b	a	a	-	b	b	b	a	-	a	a	a	b	b	-	b	b	b	b	a	a	b	a	a	a	a	b	a	b	b	b	
Oke_U1027-89_x1	b	b	a	b	b	b	a	b	b	a	a	b	b	a	b	b	b	a	a	a	a	a	a	b	a	b	a	b	a	b	a	
18723_x1	a	b	a	-	b	-	a	a	a	b	b	-	b	a	b	a	a	-	a	a	a	a	a	a	a	b	b	b	a	a	a	
77020_x1	a	b	a	b	a	a	b	b	a	b	a	b	b	-	b	a	a	b	b	a	b	a	a	b	b	b	b	a	b	b	a	
20351_x1	b	b	b	a	b	a	b	a	b	b	a	-	b	a	a	a	a	a	a	a	a	b	a	b	a	a	b	b	a	a	b	
71935_x1	b	a	a	a	a	a	a	b	a	a	a	a	a	b	a	b	b	a	b	a	b	b	b	a	a	a	a	a	b	a	b	
86272_x1	a	a	a	a	a	b	a	a	-	b	-	a	b	a	b	-	a	a	a	a	b	b	a	a	a	a	b	a	b	a	a	
8185_x1	a	a	b	a	-	b	b	a	-	-	-	a	a	a	-	a	a	a	a	b	a	b	b	-	a	b	a	b	a	a	b	
12066_x1	b	b	a	a	a	b	a	a	a	a	a	b	b	b	b	-	b	b	b	b	b	a	b	-	b	b	b	b	b	a	a	
36414_x1	a	b	a	b	a	b	b	a	a	a	b	a	a	-	-	a	a	a	-	a	-	b	a	b	b	b	a	a	a	b	a	
35808_x1	a	b	a	-	b	-	-	a	a	a	a	-	b	a	a	b	b	a	a	b	a	a	b	-	a	b	b	a	a	a	a	
27401_x1	b	b	b	a	b	b	b	b	b	-	a	a	b	b	b	b	b	b	a	a	b	b	b	a	a	b	b	b	b	b	b	
57859_x1	a	a	b	a	b	a	a	a	a	a	b	a	b	a	a	b	b	b	b	-	a	b	a	a	b	a	a	a	b	b	b	
68101_x1	b	b	a	b	a	a	a	b	a	b	b	b	a	a	-	-	b	a	b	-	a	a	b	a	a	a	a	b	a	a	b	
60261_x1	a	a	a	b	a	a	b	b	a	b	a	a	b	-	b	a	a	b	b	a	b	a	a	b	b	b	b	a	b	b	a	
63140_x1	b	b	a	-	b	-	a	b	-	-	b	a	-	b	b	a	b	b	a	-	a	b	b	a	a	b	-	a	b	b	a	
26467_x1	a	b	b	a	a	a	b	a	a	-	b	-	-	b	b	-	b	b	a	a	-	a	b	a	a	b	-	b	a	a	b	
74924_x1	-	a	a	b	a	a	a	b	a	a	b	b	b	b	b	a	b	a	b	b	b	a	b	b	b	b	a	b	a	a	b	
12480_x1	-	-	a	b	a	a	-	a	a	b	a	a	b	a	a	-	a	b	a	a	a	b	a	b	a	a	a	a	b	a	a	
75711_x1	a	b	a	-	b	b	a	a	a	a	-	a	b	a	a	b	b	a	a	b	a	a	b	a	a	b	b	a	a	a	a	
2091_x1	a	a	b	a	a	b	a	b	a	b	b	b	b	a	a	b	a	b	a	a	b	b	-	a	b	a	a	b	b	b	a	
56611_x1	a	b	b	a	a	a	a	b	b	b	b	b	a	a	b	a	a	a	a	b	b	a	b	b	b	b	a	b	a	a	a	
17060_x1	b	a	b	a	b	a	a	a	a	a	b	-	a	a	b	a	a	b	b	a	a	b	b	b	b	a	a	a	b	a	b	
50414_x1	b	b	a	b	a	a	a	b	a	-	b	b	-	a	a	-	b	a	-	-	a	a	b	a	b	b	-	a	a	a	b	
13481_x1	b	b	a	a	a	-	-	b	a	a	b	a	b	b	b	-	a	b	a	a	b	a	a	a	b	a	-	b	a	a	a	
47075_x1	b	a	a	a	b	b	b	b	-	-	b	-	b	b	a	b	a	a	b	a	a	-	a	a	a	a	a	b	a	a	a	
77820_x1	-	b	a	b	b	-	a	a	a	-	a	a	b	a	-	b	b	a	a	-	a	a	b	a	b	b	b	a	a	a	a	
7785_x1	b	a	a	b	a	a	-	b	b	b	a	b	b	b	b	-	a	a	a	b	-	a	b	-	a	b	b	a	a	b	a	
75717_x1	a	a	b	b	b	b	b	a	a	a	a	b	b	a	a	b	a	b	a	b	-	b	a	a	a	a	b	b	b	b	b	
3572_x1	-	b	b	b	-	-	-	a	-	a	b	b	b	b	-	a	b	a	b	a	a	b	a	b	a	a	b	b	a	a	b	
52367_x1	b	b	b	a	a	a	-	a	-	a	b	a	-	b	b	-	b	b	-	a	b	a	b	a	b	-	a	b	b	b	b	
8098_x1	a	a	a	b	b	b	b	b	b	a	b	a	-	b	b	a	b	b	a	a	b	b	a	-	b	b	a	b	a	a	-	
77831_x1	b	a	b	b	a	b	b	a	b	a	b	-	b	b	a	b	b	b	b	b	a	a	a	a	b	a	b	a	a	b	b	
54095_x1	b	b	b	a	b	b	b	b	-	b	a	-	b	b	b	b	b	b	a	a	b	b	b	a	a	b	b	b	b	b	b	
4930_x1	a	b	b	a	b	b	-	b	b	-	b	b	a	a	b	b	b	b	a	a	b	a	b	a	a	b	a	b	a	a	b	
30324_x1	a	b	a	b	a	b	b	a	-	a	b	a	a	a	a	b	a	a	b	a	b	b	a	b	b	b	a	a	a	b	a	
49070_x1	a	a	a	b	a	b	a	a	a	a	b	-	-	b	a	b	b	b	a	b	-	a	a	a	b	b	a	a	b	b	a	
69526_x1	a	b	a	a	-	a	a	b	a	b	b	b	a	a	b	b	b	a	b	-	a	a	a	b	a	b	-	a	b	a	b	
14128_x1	a	b	a	b	-	-	a	a	a	b	a	-	a	b	-	a	a	a	a	b	b	a	b	a	a	b	b	a	b	a	b	
60934_x1	-	-	b	b	a	a	a	a	b	a	a	a	a	a	b	a	b	b	a	b	b	b	b	b	b	b	b	a	b	b	b	
64071_x1	a	b	b	b	a	a	b	b	-	a	a	b	b	-	b	a	a	b	b	a	-	-	a	-	b	b	b	a	b	b	a	
62679_x1	b	b	a	a	a	a	a	b	a	a	b	-	b	b	b	a	b	b	b	b	b	a	b	a	a	b	b	b	b	a	a	
70552_x1	a	b	b	b	a	b	b	a	b	a	-	b	b	a	b	a	a	b	a	b	a	a	a	b	b	b	a	b	b	b	a	
20643_x1	b	a	b	a	-	a	b	b	b	a	a	b	b	b	b	a	b	a	b	b	b	b	b	a	b	a	b	b	b	b	b	
35121_x1	a	a	b	a	b	b	b	a	a	a	b	a	a	a	a	b	b	b	b	a	b	b	a	a	b	-	a	b	b	a	b	
6538_x1	a	b	b	a	a	a	a	b	b	-	-	b	a	a	b	a	a	a	a	b	b	a	b	b	b	b	a	b	a	a	a	
1525_x1	a	a	a	b	a	a	b	a	a	-	a	a	b	a	a	a	b	a	a	a	b	b	a	b	a	b	a	a	b	a	b	
11778_x1	a	b	a	b	b	b	a	a	a	a	a	a	b	a	a	b	b	a	a	b	a	a	b	a	a	b	b	a	a	a	a	
