population_type DH
population_name CMUW10X_0008
distance_function kosambi
cut_off_p_value .000001
no_map_dist 15.0
no_map_size 2
missing_threshold .25
estimation_before_clustering yes
detect_bad_data yes
objective_function COUNT
number_of_loci 6236
number_of_individual 175

locus_name	CMUW10X08H_0002	CMUW10X08H_0003	CMUW10X08H_0005	CMUW10X08H_0006	CMUW10X08H_0011	CMUW10X08H_0012	CMUW10X08H_0021	CMUW10X08H_0024	CMUW10X08H_0036	CMUW10X08H_0042	CMUW10X08H_0048	CMUW10X08H_0053	CMUW10X08H_0056	CMUW10X08H_0058	CMUW10X08H_0059	CMUW10X08H_0060	CMUW10X08H_0062	CMUW10X08H_0067	CMUW10X08H_0069	CMUW10X08H_0070	CMUW10X08H_0073	CMUW10X08H_0074	CMUW10X08H_0075	CMUW10X08H_0076	CMUW10X08H_0077	CMUW10X08H_0079	CMUW10X08H_0080	CMUW10X08H_0086	CMUW10X08H_0089	CMUW10X08H_0090	CMUW10X08H_0093	CMUW10X08H_0121	CMUW10X08H_0123	CMUW10X08H_0125	CMUW10X08H_0127	CMUW10X08H_0129	CMUW10X08H_0130	CMUW10X08H_0131	CMUW10X08H_0132	CMUW10X08H_0133	CMUW10X08H_0134	CMUW10X08H_0135	CMUW10X08H_0136	CMUW10X08H_0137	CMUW10X08H_0138	CMUW10X08H_0140	CMUW10X08H_0143	CMUW10X08H_0144	CMUW10X08H_0145	CMUW10X08H_0146	CMUW10X08H_0147	CMUW10X08H_0150	CMUW10X08H_0152	CMUW10X08H_0153	CMUW10X08H_0155	CMUW10X08H_0156	CMUW10X08H_0157	CMUW10X08H_0158	CMUW10X08H_0159	CMUW10X08H_0160	CMUW10X08H_0161	CMUW10X08H_0162	CMUW10X08H_0163	CMUW10X08H_0164	CMUW10X08H_0165	CMUW10X08H_0166	CMUW10X08H_0167	CMUW10X08H_0168	CMUW10X08H_0169	CMUW10X08H_0170	CMUW10X08H_0171	CMUW10X08H_0172	CMUW10X08H_0173	CMUW10X08H_0174	CMUW10X08H_0175	CMUW10X08H_0176	CMUW10X08H_0177	CMUW10X08H_0178	CMUW10X08H_0179	CMUW10X08H_0180	CMUW10X08H_0181	CMUW10X08H_0182	CMUW10X08H_0183	CMUW10X08H_0184	CMUW10X08H_0185	CMUW10X08H_0186	CMUW10X08H_0187	CMUW10X08H_0189	CMUW10X08H_0190	CMUW10X08H_0191	CMUW10X08H_0193	CMUW10X08H_0194	CMUW10X08H_0195	CMUW10X08H_0196	CMUW10X08H_0197	CMUW10X08H_0198	CMUW10X08H_0199	CMUW10X08H_0200	CMUW10X08H_0201	CMUW10X08H_0202	CMUW10X08H_0203	CMUW10X08H_0204	CMUW10X08H_0205	CMUW10X08H_0206	CMUW10X08H_0207	CMUW10X08H_0208	CMUW10X08H_0210	CMUW10X08H_0211	CMUW10X08H_0212	CMUW10X08H_0213	CMUW10X08H_0214	CMUW10X08H_0215	CMUW10X08H_0216	CMUW10X08H_0217	CMUW10X08H_0218	CMUW10X08H_0219	CMUW10X08H_0222	CMUW10X08H_0223	CMUW10X08H_0224	CMUW10X08H_0225	CMUW10X08H_0226	CMUW10X08H_0227	CMUW10X08H_0228	CMUW10X08H_0229	CMUW10X08H_0230	CMUW10X08H_0231	CMUW10X08H_0232	CMUW10X08H_0233	CMUW10X08H_0234	CMUW10X08H_0235	CMUW10X08H_0236	CMUW10X08H_0237	CMUW10X08H_0238	CMUW10X08H_0239	CMUW10X08H_0240	CMUW10X08H_0241	CMUW10X08H_0242	CMUW10X08H_0244	CMUW10X08H_0245	CMUW10X08H_0246	CMUW10X08H_0247	CMUW10X08H_0250	CMUW10X08H_0251	CMUW10X08H_0252	CMUW10X08H_0253	CMUW10X08H_0254	CMUW10X08H_0255	CMUW10X08H_0256	CMUW10X08H_0257	CMUW10X08H_0258	CMUW10X08H_0259	CMUW10X08H_0260	CMUW10X08H_0261	CMUW10X08H_0262	CMUW10X08H_0263	CMUW10X08H_0265	CMUW10X08H_0267	CMUW10X08H_0268	CMUW10X08H_0270	CMUW10X08H_0271	CMUW10X08H_0272	CMUW10X08H_0273	CMUW10X08H_0274	CMUW10X08H_0275	CMUW10X08H_0276	CMUW10X08H_0277	CMUW10X08H_0278	CMUW10X08H_0280	CMUW10X08H_0281	CMUW10X08H_0282	CMUW10X08H_0283	CMUW10X08H_0284	CMUW10X08H_0285	CMUW10X08H_0286	CMUW10X08H_0287	
60227_x1	a	a	a	b	b	b	a	a	a	b	b	b	b	b	b	b	b	a	b	b	a	b	a	b	b	b	b	a	a	a	a	a	a	a	a	b	a	b	a	b	b	a	a	a	a	a	a	a	b	b	b	b	b	b	b	b	a	b	a	b	b	b	a	a	b	a	b	a	a	b	a	a	a	a	b	b	a	b	b	a	b	b	a	b	b	a	b	b	b	b	a	b	b	a	b	a	b	a	b	a	a	a	b	a	b	b	a	a	a	a	a	-	a	a	a	b	a	a	b	a	a	a	a	b	b	a	b	a	a	a	b	a	a	a	b	b	b	b	a	a	a	b	a	a	b	b	a	b	a	b	b	a	b	a	b	a	b	a	b	a	a	a	b	a	a	a	b	b	b	b	b	a	b	b	a	
52995_x1	b	b	a	a	a	-	-	b	b	a	b	b	a	b	-	a	b	b	a	a	a	a	b	b	a	a	a	b	a	b	a	b	a	-	b	a	-	b	-	-	-	a	a	a	b	-	b	-	a	a	b	a	a	b	a	a	a	b	a	a	a	a	a	b	b	b	-	-	b	b	b	a	a	b	a	a	a	a	b	b	-	-	a	b	b	b	b	a	b	a	-	-	a	-	-	-	a	b	b	a	b	b	-	b	a	b	a	b	a	-	b	b	b	b	a	-	b	a	b	a	b	b	-	a	a	b	a	b	b	b	b	a	b	-	b	b	b	b	b	a	-	b	-	b	b	a	a	b	b	a	b	a	a	b	b	b	-	b	b	a	a	b	a	b	a	b	-	a	a	b	a	a	a	b	a	
65957_x1	b	b	b	b	b	a	a	b	a	a	a	-	a	a	b	a	b	b	a	a	b	a	b	a	b	a	b	a	b	b	a	b	b	b	a	a	a	a	b	-	a	b	a	a	b	-	b	a	-	a	a	a	a	b	b	a	b	a	b	b	a	a	a	b	b	a	b	b	a	b	b	b	b	a	a	b	a	b	a	a	a	a	a	a	a	a	b	a	a	b	b	a	b	-	a	b	a	a	b	b	a	a	a	b	a	b	b	b	a	a	b	b	a	b	b	b	a	b	a	a	b	b	a	a	b	a	a	a	b	b	a	b	a	b	b	a	a	a	b	a	b	b	-	b	b	a	a	b	b	a	b	b	a	b	a	a	b	a	a	b	a	a	b	-	b	b	a	b	a	b	b	a	b	b	b	
49919_x1	-	b	b	a	a	a	a	-	b	b	b	b	b	b	b	b	b	b	a	b	b	a	a	b	b	b	b	b	b	a	b	b	b	a	b	a	a	a	a	a	b	a	b	b	b	a	a	a	b	b	-	b	a	b	b	a	b	b	a	b	a	a	b	a	a	a	a	a	a	b	b	a	a	a	a	a	b	a	b	a	a	b	b	a	a	a	b	b	b	a	a	a	b	b	a	b	b	a	b	b	b	a	a	a	-	b	a	b	b	a	b	b	a	b	a	b	b	b	b	b	b	a	b	a	-	b	b	b	b	b	b	a	a	b	b	b	b	a	b	-	b	b	a	a	b	b	b	b	b	a	a	b	b	b	b	b	a	b	b	a	b	b	b	b	a	b	a	b	b	a	b	b	b	b	a	
48296_x2	b	b	a	a	a	b	b	b	b	a	a	a	a	b	a	b	a	b	b	b	a	b	b	b	b	b	b	b	b	a	a	b	a	a	a	a	a	b	b	b	b	b	b	b	-	-	a	b	b	a	b	a	b	b	-	a	-	b	b	b	b	a	b	b	b	a	b	b	b	-	a	a	b	b	a	a	a	b	b	b	a	b	a	b	a	b	a	b	a	a	a	a	a	-	-	b	a	b	b	a	b	b	a	b	-	b	a	b	b	-	a	a	a	b	b	b	b	-	b	b	b	b	b	b	b	b	a	-	a	b	a	b	a	-	b	b	b	b	b	b	b	a	a	-	a	a	b	a	a	a	a	a	b	b	-	b	a	a	b	a	a	b	b	b	b	a	a	b	b	b	b	b	a	b	b	
54878_x1	a	a	-	b	-	a	a	b	a	a	a	a	b	b	a	a	a	b	b	b	b	b	b	a	b	a	b	b	b	b	b	a	a	a	-	a	-	-	a	b	a	a	a	a	b	a	-	a	a	a	b	-	b	-	b	b	a	b	b	a	b	b	b	a	b	a	a	a	a	b	b	a	b	b	b	a	b	b	b	-	a	b	a	a	b	a	b	a	a	a	a	a	b	a	b	b	b	a	a	a	b	a	b	b	-	-	-	a	a	-	a	b	b	-	-	a	b	b	a	a	b	a	a	-	a	a	b	b	a	b	a	a	b	b	a	a	b	b	b	a	a	b	-	b	a	a	b	b	a	a	b	b	a	b	b	b	-	a	b	a	b	b	b	b	a	-	b	b	a	b	b	a	b	a	a	
69622_x1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	b	b	b	-	-	-	a	a	a	-	a	b	-	a	a	a	-	a	b	b	-	b	a	b	b	-	-	b	b	b	a	b	-	b	b	b	a	-	a	b	a	a	b	a	a	b	a	b	a	b	a	-	-	b	b	-	a	a	a	-	a	b	a	a	a	-	b	a	b	b	a	b	a	b	b	b	-	b	a	b	a	a	a	b	b	b	a	b	a	a	a	a	b	-	b	b	-	a	a	b	b	-	a	-	b	b	a	b	b	b	b	b	a	a	b	a	b	a	a	a	b	b	a	a	-	b	b	a	-	a	b	b	-	a	b	b	a	a	b	a	a	a	-	-	a	b	a	a	a	a	b	a	b	a	b	a	-	b	a	b	a	
6422_x1	b	a	a	a	a	a	-	b	b	b	b	a	b	a	a	a	a	a	b	a	b	a	b	b	a	a	b	b	a	b	a	a	a	a	-	b	a	b	a	b	b	-	a	b	a	a	-	b	b	a	b	a	-	a	b	-	b	a	-	b	b	-	a	a	b	b	b	b	b	b	b	a	b	a	a	a	b	b	b	b	a	a	b	b	a	b	a	b	b	a	a	b	b	a	-	a	a	b	a	a	b	a	b	a	-	a	a	a	a	-	b	b	a	b	b	-	a	-	b	b	b	b	b	b	a	a	a	-	a	b	b	a	a	b	a	a	a	b	b	-	a	a	b	a	a	a	a	b	a	b	b	b	a	b	a	a	a	a	b	a	b	a	a	-	b	a	b	b	b	a	b	a	a	b	b	
53897_x1	a	b	a	a	a	a	a	b	b	b	b	a	b	a	a	b	a	b	a	b	b	a	a	b	a	b	b	a	a	b	a	a	a	a	a	a	a	b	b	b	b	a	b	a	b	a	b	b	a	b	a	b	a	b	a	a	b	b	b	a	a	a	b	a	b	a	a	b	b	a	b	b	b	a	a	b	a	a	b	b	b	a	a	a	b	b	b	a	b	b	b	b	b	b	a	a	b	a	b	b	b	b	b	a	a	b	a	a	-	a	a	a	a	b	a	a	b	b	a	a	a	a	a	b	a	a	a	b	a	b	b	b	a	a	a	b	a	b	a	b	b	b	b	a	a	a	b	a	a	b	b	b	a	b	b	b	a	a	a	b	a	b	b	a	a	b	b	a	b	a	a	a	a	a	b	
40718_x1	a	a	a	a	a	b	a	a	b	a	b	b	a	a	b	a	a	b	b	a	b	b	a	b	b	a	b	b	b	a	b	b	b	a	b	a	a	b	a	-	b	-	a	b	a	a	b	b	a	a	-	b	b	-	a	a	a	a	b	a	b	a	a	b	b	b	b	b	a	b	a	a	a	b	a	b	a	a	a	a	a	a	b	b	a	a	b	a	a	b	a	a	b	a	b	b	a	b	a	a	a	a	a	a	b	a	a	b	b	b	b	a	a	a	a	b	b	a	a	a	b	a	a	b	a	a	a	b	a	a	a	b	a	a	b	b	a	a	a	a	b	a	b	a	b	a	a	b	b	a	a	a	a	b	b	a	a	b	a	a	a	b	b	a	a	b	b	b	b	b	a	-	b	b	b	
55783_x1	a	b	b	b	b	b	b	b	a	b	a	b	a	a	b	a	b	b	b	a	a	b	b	a	a	a	a	b	a	b	a	-	-	b	-	a	a	b	a	a	-	b	b	b	a	a	-	a	a	a	b	a	b	b	a	a	b	a	b	b	b	b	b	a	a	b	b	a	a	b	a	b	b	a	b	a	a	a	b	a	-	b	b	b	a	a	a	b	b	a	b	a	b	b	a	b	a	b	a	b	a	b	a	a	a	b	b	b	a	a	b	b	a	a	a	-	b	b	b	a	b	b	b	b	a	b	a	a	b	a	a	b	b	b	a	b	b	a	b	a	a	a	b	a	b	a	b	b	a	b	a	a	a	b	a	a	a	a	b	a	b	b	b	b	a	b	b	a	-	b	b	b	b	a	a	
14211_x1	b	-	a	b	a	a	a	-	b	a	b	a	b	b	a	a	a	b	a	-	b	a	a	a	b	-	b	-	b	a	a	b	a	b	b	b	a	a	a	a	a	b	b	a	a	a	a	a	a	b	a	b	b	-	b	b	a	b	b	b	a	a	b	b	b	b	a	b	b	a	a	b	b	a	a	a	b	b	b	b	a	a	a	b	b	a	a	a	a	b	a	b	b	-	b	b	a	a	b	a	b	b	a	b	-	b	b	b	a	a	b	b	b	b	a	b	b	b	b	b	b	b	a	-	a	a	a	b	a	a	b	a	a	-	a	b	b	a	a	a	b	a	a	b	b	b	b	a	b	b	a	a	a	b	b	a	b	b	b	b	a	b	a	-	a	a	b	a	b	a	a	a	a	a	b	
63531_x1	a	b	b	a	a	a	-	a	a	b	a	a	b	a	a	b	a	b	b	a	b	a	a	b	a	b	a	a	b	b	a	-	b	b	-	a	b	-	-	-	a	a	a	-	-	a	b	-	b	b	a	b	-	b	-	-	b	b	-	b	b	b	a	b	a	a	-	-	b	a	b	a	b	a	-	-	b	b	b	a	b	a	b	a	b	a	b	b	b	a	b	a	b	b	a	a	a	b	b	b	b	a	b	a	a	a	a	b	a	-	-	a	b	b	a	b	b	a	a	b	-	a	b	-	a	-	a	a	a	a	a	b	a	a	b	b	b	a	-	a	b	a	-	b	a	a	b	b	a	b	b	a	a	b	a	a	-	b	a	a	b	a	b	b	b	b	a	a	b	a	a	b	a	a	b	
63920_x1	b	b	b	a	a	a	b	b	-	a	a	b	a	a	a	b	a	b	b	b	a	b	a	b	b	a	b	b	b	a	b	b	b	a	a	a	a	b	a	-	b	-	-	b	a	b	-	a	b	b	-	a	a	b	b	a	b	b	b	b	b	a	b	a	a	b	b	a	b	b	a	b	b	b	a	a	b	a	b	a	a	b	b	b	a	b	b	b	a	a	-	a	b	-	b	a	a	b	b	b	b	-	a	a	a	b	b	-	b	a	a	a	a	a	a	a	a	a	a	b	b	b	a	b	b	b	b	-	a	b	b	b	a	a	a	b	b	b	b	b	a	b	a	b	a	a	a	a	b	a	b	b	b	b	b	a	-	a	a	a	a	a	a	a	b	a	b	b	a	-	a	b	b	a	b	
45902_x1	b	a	a	a	a	b	a	-	a	a	a	b	a	b	a	b	a	a	a	a	a	a	b	a	b	b	b	b	a	a	a	b	a	a	a	a	a	a	a	b	a	-	b	b	b	b	a	b	a	b	b	a	a	a	a	b	b	b	b	a	b	b	a	a	a	a	b	b	-	b	b	b	b	a	a	-	b	b	b	b	a	b	b	a	a	a	a	b	a	b	a	-	-	b	b	a	b	a	a	a	b	b	a	-	a	a	a	b	b	-	a	b	a	a	-	a	a	b	-	b	-	-	a	b	a	b	b	a	b	-	a	a	b	a	b	b	-	a	a	b	-	a	a	a	a	b	a	-	b	a	b	a	a	a	a	a	a	-	b	a	a	-	a	-	a	a	b	a	b	a	b	b	b	-	a	
14534_x1	a	a	b	a	a	a	a	a	b	a	a	a	a	a	b	b	a	b	a	b	b	a	a	b	b	a	a	b	b	a	b	a	a	a	a	b	a	a	b	-	a	b	a	b	a	b	b	a	a	a	a	b	a	a	-	a	a	a	a	a	a	a	a	b	b	a	b	a	a	a	b	a	b	a	a	a	b	b	a	b	b	a	b	b	b	b	a	b	b	a	-	b	b	b	a	b	a	b	a	a	b	a	b	a	a	b	a	b	b	-	-	a	a	a	a	a	a	a	b	b	a	a	-	a	b	a	a	b	b	a	a	a	a	b	-	a	a	a	a	a	a	b	b	a	-	a	a	a	a	a	a	b	b	b	a	a	a	b	b	a	b	a	a	-	a	b	b	b	b	a	a	-	a	b	a	
78808_x1	a	a	a	a	a	b	a	b	a	b	b	b	a	b	a	-	a	a	b	b	a	a	a	b	a	b	a	b	b	b	b	b	a	-	a	b	b	b	a	a	b	b	-	a	-	a	a	-	b	a	a	b	a	a	-	b	b	-	b	b	b	a	a	b	a	b	b	-	b	a	b	b	b	b	a	a	a	b	a	b	b	a	b	b	a	a	b	b	b	b	a	a	b	b	a	b	b	b	a	a	b	b	b	b	b	a	a	a	b	b	b	a	a	b	b	b	b	b	-	b	b	b	b	a	a	b	a	b	a	b	b	b	a	b	b	b	a	b	a	b	a	a	b	a	a	b	b	b	a	b	a	b	b	a	a	b	a	-	b	a	a	b	a	a	a	a	b	a	a	b	a	b	a	a	b	
1860_x1	a	a	a	b	a	a	-	a	a	a	a	a	b	b	a	a	a	b	b	b	b	b	b	a	b	a	b	b	b	b	b	b	a	a	a	a	b	-	a	a	a	a	a	a	b	a	a	a	a	a	b	a	-	-	b	b	a	b	b	a	b	a	b	a	b	a	a	a	a	b	b	b	b	a	b	a	b	b	b	a	a	b	a	a	b	a	b	a	a	a	a	a	b	a	b	b	b	a	a	a	b	a	-	b	b	b	a	a	a	a	a	b	b	a	a	a	b	b	a	a	b	a	a	a	a	a	b	b	a	b	a	b	b	b	a	a	b	b	b	a	a	b	a	b	a	a	b	b	a	a	b	b	a	b	b	b	b	a	b	a	b	b	b	b	a	b	a	b	a	b	b	a	b	a	b	
55075_x1	-	b	a	a	b	a	a	b	b	b	a	a	a	b	b	b	b	a	a	b	b	a	b	a	b	a	b	b	a	b	b	b	-	-	b	b	-	b	a	b	a	a	a	b	a	a	b	a	b	b	b	-	a	b	b	b	b	b	b	b	b	b	a	b	a	b	a	b	a	b	b	b	a	a	b	a	a	a	a	b	a	a	b	a	a	b	b	b	b	b	a	b	a	a	b	a	b	b	b	a	a	a	a	b	b	b	b	-	b	a	a	b	b	b	b	-	a	a	a	a	a	a	b	a	a	a	b	a	b	a	a	b	b	-	a	b	b	a	b	a	a	a	-	b	b	a	a	-	b	b	b	-	b	b	b	a	a	a	b	b	a	b	b	b	a	a	a	b	b	b	a	-	a	b	b	
22503_x1	a	-	b	b	b	b	a	a	a	a	a	b	a	b	b	b	b	b	a	b	a	b	a	a	b	b	a	a	b	a	b	b	b	b	a	a	b	a	b	-	a	a	-	a	b	-	b	a	-	b	a	b	b	b	a	a	a	b	a	a	a	a	b	b	a	a	-	a	a	a	a	b	a	b	b	b	a	a	a	a	b	b	a	a	b	a	a	a	a	b	b	a	a	b	b	b	b	-	b	b	a	b	a	b	a	b	b	b	b	b	a	a	b	a	a	b	b	b	a	a	a	a	a	a	b	b	b	a	b	a	a	b	b	a	b	b	b	a	-	a	b	b	-	b	b	b	b	a	b	a	a	a	b	a	b	b	b	b	a	b	a	b	b	b	a	b	a	a	a	b	a	b	b	a	a	
50150_x1	a	b	a	b	b	b	a	b	b	a	a	-	b	a	a	a	a	b	b	b	b	b	b	b	b	b	b	a	a	b	b	b	a	b	-	b	a	a	-	a	b	a	b	b	b	b	a	-	a	b	-	a	a	b	a	a	a	a	b	b	b	a	a	a	b	-	a	b	b	a	b	a	b	a	a	a	a	a	a	b	a	b	a	b	b	a	b	a	a	b	b	a	a	-	a	-	a	b	b	a	a	a	-	a	b	b	b	b	-	b	b	b	b	b	b	a	b	b	b	b	b	b	b	a	b	b	b	a	-	b	b	a	a	a	b	a	b	a	-	a	a	a	b	a	b	a	b	b	b	a	b	a	b	b	b	a	a	a	b	a	a	b	b	a	b	-	b	b	a	b	-	a	a	a	a	
28853_x1	b	a	a	a	b	a	a	a	b	b	a	b	a	b	b	b	b	a	b	b	b	a	a	a	a	a	a	a	a	a	a	a	b	b	-	b	b	a	b	a	-	a	a	a	a	b	a	b	b	a	a	b	b	b	b	b	a	a	b	b	b	b	a	b	b	a	a	b	b	a	b	b	b	b	b	a	b	a	a	b	a	b	a	a	a	a	a	a	a	b	-	a	a	-	a	a	b	b	b	a	a	a	a	b	a	b	b	a	a	b	b	-	a	b	a	b	b	a	b	a	a	b	b	a	a	b	b	a	-	b	b	a	-	a	a	b	b	a	b	a	b	a	-	b	b	b	b	a	b	a	a	b	b	b	a	b	b	a	a	a	b	b	b	b	b	b	a	b	b	b	b	a	b	a	a	
58639_x1	a	a	a	b	a	b	a	b	a	b	a	-	b	a	a	b	a	a	a	b	a	b	b	b	a	b	a	a	b	a	a	-	b	b	-	a	a	b	b	-	-	b	a	b	a	-	b	-	a	a	a	a	b	a	b	b	b	b	a	b	a	a	b	b	b	a	b	a	a	b	b	a	a	b	a	a	a	a	b	a	b	b	a	a	b	a	b	a	a	a	-	b	a	-	b	a	b	b	b	b	b	b	-	b	a	a	b	a	b	-	-	b	b	a	b	b	b	b	a	b	b	a	b	a	b	a	b	-	b	a	a	a	b	a	a	b	b	a	a	-	a	b	a	b	a	a	a	b	a	a	a	a	b	b	-	b	-	a	a	a	a	a	a	b	a	a	b	b	a	a	a	b	a	a	b	
54604_x1	a	b	a	b	b	b	b	a	b	a	b	b	b	b	a	b	b	b	b	a	a	b	a	b	b	b	b	a	b	b	b	b	a	b	b	-	b	a	a	b	b	a	a	b	b	a	b	a	b	b	-	a	b	b	a	a	b	b	b	b	b	a	a	a	a	b	b	b	a	a	a	a	b	a	a	b	b	a	a	a	a	b	b	b	a	a	b	a	a	a	a	a	a	a	b	a	b	b	a	-	a	b	a	b	b	b	a	b	-	a	b	b	a	a	b	a	b	b	b	a	b	a	b	-	a	a	a	a	a	a	a	b	a	a	a	b	b	a	b	b	b	a	-	b	a	a	b	b	a	b	b	a	b	b	b	b	a	b	a	b	a	b	a	a	a	b	a	a	a	a	a	a	b	a	b	
9786_x1	b	b	a	a	b	b	a	a	b	b	b	a	b	b	b	a	b	b	b	a	a	b	a	a	b	a	b	a	b	a	b	b	b	a	a	b	a	a	b	-	b	a	a	b	b	b	a	a	a	a	b	a	b	a	b	b	a	a	a	a	b	b	b	b	a	a	a	b	a	a	b	a	b	b	b	a	a	b	a	b	a	b	a	b	b	b	a	b	a	b	a	b	a	a	b	b	a	a	a	a	b	a	a	b	b	b	b	b	a	a	b	b	b	a	a	a	b	a	b	a	a	a	b	a	a	a	b	a	b	a	a	b	b	a	a	b	a	a	a	a	b	b	b	b	b	b	b	a	a	b	a	a	b	a	a	a	a	a	b	a	a	a	a	-	a	-	b	b	b	b	b	b	b	a	b	
59950_x1	b	-	b	-	-	-	-	a	-	b	-	-	b	-	-	-	b	a	b	a	a	-	-	a	-	a	b	-	-	-	a	b	b	-	b	b	a	a	b	b	b	a	a	b	b	b	a	-	a	a	-	-	a	a	b	b	a	a	b	b	b	b	b	b	a	b	a	b	a	a	b	a	b	b	a	a	a	a	a	b	a	b	a	b	b	b	a	b	b	b	a	a	a	-	b	b	b	b	a	a	b	a	a	b	b	b	b	b	b	b	a	b	b	a	a	a	b	b	b	a	a	a	b	a	a	a	b	-	b	a	a	b	b	a	a	b	a	b	-	a	b	b	b	b	a	b	b	a	b	b	a	a	b	b	b	a	a	a	b	a	a	a	a	-	b	b	a	a	b	b	b	b	b	a	b	
17681_x1	b	a	a	b	a	a	-	a	a	a	a	b	b	a	b	b	a	a	-	-	b	b	a	a	a	b	a	a	a	b	b	b	b	a	a	a	a	a	a	b	a	-	a	a	-	a	b	a	a	b	-	-	a	b	a	a	b	b	b	b	a	a	a	b	b	a	a	a	a	b	b	b	b	-	a	a	a	a	a	a	a	a	a	b	a	b	a	b	a	a	b	b	b	b	a	a	a	b	a	a	b	a	a	a	a	b	a	a	-	b	-	b	a	a	a	b	b	b	b	b	a	b	b	a	b	a	a	a	b	a	b	a	b	a	a	a	a	b	-	a	b	b	a	a	b	a	b	a	a	a	b	a	a	b	a	a	a	a	a	a	b	a	b	a	a	a	b	b	a	a	b	a	b	b	a	
17806_x1	a	a	b	a	b	a	b	a	b	a	b	b	b	b	b	a	a	a	a	b	a	b	a	b	b	b	b	a	a	b	a	a	a	b	-	a	a	b	b	-	-	-	a	b	b	b	a	a	b	-	b	a	-	a	b	b	b	b	a	a	a	b	b	b	a	a	a	a	b	b	b	a	a	a	a	b	b	b	b	-	-	b	a	a	a	b	a	b	a	b	a	b	-	a	b	b	a	a	b	b	b	a	b	b	a	a	b	a	b	b	b	b	b	b	b	b	b	a	a	a	b	b	b	b	b	b	a	a	a	b	a	a	b	b	a	b	a	b	b	b	a	a	-	a	b	a	b	a	a	b	b	a	b	a	a	b	a	a	a	b	a	b	b	a	a	a	b	b	a	a	a	a	a	a	b	
21052_x1	a	a	a	a	a	b	b	a	b	-	b	b	b	b	a	b	a	b	b	b	a	b	a	b	a	b	a	a	a	b	a	-	a	a	a	b	b	b	a	b	b	a	b	b	a	b	a	-	b	b	a	b	b	a	a	b	a	b	a	a	b	b	b	a	a	b	a	a	b	a	a	a	a	b	a	a	b	a	b	b	-	b	b	b	b	b	a	b	b	a	a	b	a	a	b	a	b	b	a	a	b	b	b	a	b	a	a	a	b	b	a	-	b	a	a	a	b	a	b	b	a	a	b	-	b	a	b	-	a	a	b	-	b	-	a	b	b	b	a	-	a	a	b	a	a	b	b	a	a	b	a	a	b	a	b	b	-	b	b	a	b	b	a	-	a	a	b	a	b	a	a	b	a	a	a	
49370_x1	b	a	a	a	a	a	b	a	-	a	a	b	a	b	a	-	b	b	a	b	a	b	b	a	a	a	b	a	b	a	a	a	-	-	-	b	a	-	b	b	-	b	-	b	b	a	b	b	a	b	-	a	-	-	-	b	b	b	a	b	b	b	a	a	b	a	a	b	a	b	b	b	a	a	b	a	b	b	a	b	-	a	b	b	b	a	b	b	a	a	b	b	-	a	a	a	a	b	b	b	b	a	b	a	b	b	b	b	a	a	a	b	-	a	a	-	b	a	-	a	b	b	b	b	b	b	a	-	b	b	b	b	a	a	b	b	-	b	a	b	b	a	b	b	b	a	b	a	b	a	b	b	b	b	-	a	b	a	a	b	b	a	b	-	b	b	a	a	b	b	a	b	b	a	b	
1542_x1	a	b	b	a	a	a	a	a	b	a	a	a	b	b	a	a	a	b	a	a	b	a	b	a	b	a	b	b	b	b	b	a	a	a	-	-	a	-	a	b	b	b	a	a	a	b	a	b	a	a	a	a	b	b	a	b	a	a	a	b	a	a	a	a	a	a	b	a	b	a	a	b	b	b	a	a	a	a	b	b	a	a	a	a	a	b	a	a	a	b	b	b	b	a	b	b	b	b	a	a	b	b	b	a	a	a	a	b	b	a	a	a	b	a	a	b	a	b	a	a	a	a	b	b	-	b	a	b	a	a	b	a	a	a	a	b	b	b	a	a	b	a	a	a	b	b	a	a	b	a	a	b	b	a	b	b	a	b	a	a	b	a	b	b	b	a	b	b	a	b	a	b	a	b	b	
63640_x1	a	b	b	a	-	a	b	a	-	a	b	-	b	b	a	a	a	a	a	b	a	b	a	b	-	b	b	b	a	b	a	-	-	-	b	a	a	b	-	-	b	b	a	b	b	b	a	a	b	a	b	b	a	b	b	b	b	b	a	a	a	a	b	b	a	a	b	a	b	b	a	a	a	b	a	b	b	a	a	b	a	b	a	a	a	b	a	a	a	b	a	-	a	a	b	b	a	a	a	b	b	a	a	b	a	b	b	a	a	b	a	b	b	a	b	b	b	a	b	a	b	b	b	b	a	b	b	a	-	b	a	a	b	a	a	b	a	b	a	b	a	a	b	a	b	a	b	a	a	b	b	a	b	a	a	a	a	a	a	b	a	b	b	a	a	b	b	b	a	a	-	a	b	a	b	
